Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
30,26,12,80,MATUAIL (PART),
30,26,12,93,SARALIA,
30,26,14,,DHAMRAI,
30,26,14,10,AMTA,
30,26,14,11,BAISAKANDA,
30,26,14,17,BALIA,
30,26,14,23,BHARARIA,
30,26,14,29,CHAUHAT,
30,26,14,35,DHAMRAI,
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,26,14,41,GANGUTIA
30,26,14,47,JADABPUR
30,26,14,53,KULLA
30,26,14,59,KUSHURA
30,26,14,65,NANNAR
30,26,14,71,ROWAIL
30,26,14,77,SANORA
30,26,14,83,SOMBHAG
30,26,14,88,SUAPUR
30,26,14,94,SUTI PARA
30,26,18,,DOHAR
30,26,18,13,BILASPUR
30,26,18,21,KUSHUMHATI
30,26,18,31,MAHMUDPUR
30,26,18,42,MUKSUDPUR
30,26,18,52,NARISHA
30,26,18,63,NAYABARI
30,26,18,73,ROYPARA
30,26,18,84,SUTAR PARA
30,26,22,,BHATARA
30,26,22,57,BHATARA
30,26,29,,JATRABARI
30,26,29,35,DHANIA (PART)
30,26,29,80,MATUAIL (PART)
30,26,32,,KADAMTALI
30,26,32,35,DHANIA (PART)
30,26,32,80,MATUAIL(PART)
30,26,32,95,SHYAMPUR
30,26,34,,KAMRANGIR CHAR
30,26,34,51,SULTANGANJ
30,26,36,,KHILGAON
30,26,36,60,DAKSHINGAON (PART)
30,26,36,85,NASIRABAD
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,26,37,,KHILKHET
30,26,37,38,DAKSHINKHAN (PART)
30,26,37,49,DUMNI
30,26,38,,KERANIGANJ
30,26,38,11,AGANAGAR
30,26,38,13,BASTA
30,26,38,17,HAZRATPUR
30,26,38,25,KALATIA
30,26,38,34,KALINDI
30,26,38,43,KONDA
30,26,38,51,RUHITPUR
30,26,38,60,SAKTA
30,26,38,69,SUBHADYA
30,26,38,77,TARANAGAR
30,26,38,86,TEGHARIA
30,26,38,94,ZINJIRA
30,26,57,,MUGDA PARA
30,26,57,82,MANDA
30,26,62,,NAWABGANJ
30,26,62,11,AGLA
30,26,62,13,BAKSHANAGAR
30,26,62,20,BANDURA
30,26,62,27,BARRAH
30,26,62,33,BARUAKHALI
30,26,62,40,CHURAIN
30,26,62,47,GALIMPUR
30,26,62,54,JANTRAIL
30,26,62,61,JOYKRISHNAPUR
30,26,62,67,KAILAIL
30,26,62,74,KALAKOPA
30,26,62,81,NAYANSREE
30,26,62,88,SHIKARI PARA
30,26,62,94,SHOLLA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,26,68,,SABUJBAGH
30,26,68,60,DAKSHINGAON (PART)
30,26,72,,SAVAR
30,26,72,15,AMIN BAZAR
30,26,72,18,ASHULIA
30,26,72,22,BANAGRAM
30,26,72,27,BHAKURTA
30,26,72,33,BIRALIA
30,26,72,39,DHAMSANA
30,26,72,50,KAUNDIA
30,26,72,72,PATHALIA
30,26,72,78,SAVAR
30,26,72,83,SHIMULIA
30,26,72,89,TETULJHORA
30,26,72,94,YEARPUR
30,26,72,98,SAVAR CANTOMENT
30,26,93,,TURAG
30,26,93,51,HARIRAMPUR
30,26,96,,UTTAR KHAN
30,26,96,76,UTTAR KHAN
30,29,,,FARIDPUR
30,29,3,,ALFADANGA
30,29,3,10,ALFADANGA
30,29,3,21,BANA
30,29,3,31,BURAICH
30,29,3,42,GOPALPUR
30,29,3,52,PANCHURIA
30,29,3,84,TAGARBANDA
30,29,10,,BHANGA
30,29,10,13,ALGI
30,29,10,15,AZIMNAGAR
30,29,10,25,CHUMORDI
30,29,10,31,CHANDRA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,29,10,39,GHARUA
30,29,10,47,HAMIRDI
30,29,10,55,KALAMRIDHA
30,29,10,63,KAOLIBERA
30,29,10,71,MANIKDAHA
30,29,10,79,NASIRABAD
30,29,10,87,NURULLAGANJ
30,29,10,94,TUZARPUR
30,29,18,,BOALMARI
30,29,18,15,BOALMARI
30,29,18,20,CHANDPUR
30,29,18,25,CHATUL
30,29,18,30,DADPUR
30,29,18,35,GHOSHPUR
30,29,18,40,GUNBAHA
30,29,18,60,MOYNA
30,29,18,75,PARAMESHWARDI
30,29,18,85,RUPAPAT
30,29,18,90,SATAIR
30,29,18,95,SHEKHAR
30,29,21,,CHAR BHADRASAN
30,29,21,19,CHAR BHADRASAN
30,29,21,38,CHAR HARIRAMPUR
30,29,21,57,CHAR JHAUKANDA
30,29,21,76,GAZIRTEK
30,29,47,,FARIDPUR SADAR
30,29,47,13,ALIABAD
30,29,47,15,AMBIKAPUR
30,29,47,23,CHAR MADHABDIA
30,29,47,31,DECREERCHAR
30,29,47,39,GREDA
30,29,47,47,ISHAN GOPALPUR
30,29,47,55,KAIJURI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,29,47,63,KANAIPUR
30,29,47,71,KRISHNANAGAR
30,29,47,79,MAJCHAR
30,29,47,87,UTTAR CHANNEL
30,29,56,,MADHUKHALI
30,29,56,10,BAGAT
30,29,56,13,ARPARA
30,29,56,21,DUMAIN
30,29,56,31,GAJNA
30,29,56,37,JAHAPUR
30,29,56,42,KAMARKHALI
30,29,56,47,KORAKDI
30,29,56,52,MADHUKHALI
30,29,56,63,MEGCHAMI
30,29,56,73,NOAPARA
30,29,56,84,RAIPUR
30,29,62,,NAGARKANDA
30,29,62,22,CHAR JASORDI
30,29,62,27,DANGI
30,29,62,33,PHULSUTI
30,29,62,50,KAICHAIL
30,29,62,55,LASKARDIA
30,29,62,67,KODALIA SHOHIDNAGAR
30,29,62,72,PURA PARA
30,29,62,83,RAMNAGAR
30,29,62,94,TALMA
30,29,84,,SADARPUR
30,29,84,15,AKTER CHAR
30,29,84,19,BHASHANCHAR
30,29,84,28,CHAR BISHNUPUR
30,29,84,38,CHAR MANAIR
30,29,84,47,CHAR NASIRPUR
30,29,84,57,DHEUKHALI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,29,84,66,KRISHNAPUR
30,29,84,76,NARIKELBARIA
30,29,84,85,SADARPUR
30,29,90,,SALTHA
30,29,90,10,ATGHAR
30,29,90,11,BALLABHDI
30,29,90,16,BHAWAL
30,29,90,39,GATTI
30,29,90,44,JADUNANDI
30,29,90,61,MAJHARDIA
30,29,90,78,RAMKANTAPUR
30,29,90,89,SONAPUR
30,33,,,GAZIPUR
30,33,30,,GAZIPUR SADAR
30,33,30,25,BARIA
30,33,30,28,BHAWALGARH
30,33,30,67,MIRZAPUR
30,33,30,70,PIRUJALI
30,33,30,98,GAZIPUR CANT.
30,33,32,,KALIAKAIR
30,33,32,13,ATABAHA
30,33,32,19,BOALI
30,33,32,28,CHAPAIR
30,33,32,38,DHALJORA
30,33,32,47,FULBARIA
30,33,32,57,MADHYAPARA
30,33,32,66,MOUCHAK
30,33,32,76,SREEFALTALI
30,33,32,85,SUTRAPUR
30,33,34,,KALIGANJ
30,33,34,15,BAHADURSADI
30,33,34,17,BAKTARPUR
30,33,34,60,JAMALPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,33,34,69,JANGALIA
30,33,34,94,MOKTARPUR
30,33,34,96,NAGARI
30,33,34,97,TUMULIA
30,33,36,,KAPASIA
30,33,36,13,BARISHABA
30,33,36,17,CHANDPUR
30,33,36,25,DURGAPUR
30,33,36,34,GHAGOTIA
30,33,36,43,KAPASIA
30,33,36,51,KARIHATA
30,33,36,60,RAYED
30,33,36,69,SANMANIA
30,33,36,77,SINGASREE
30,33,36,86,TARGAON
30,33,36,94,TOKE
30,33,86,,SREEPUR
30,33,86,21,BARMI
30,33,86,25,GAZIPUR
30,33,86,28,GOSINGA
30,33,86,38,KAORAID
30,33,86,47,MAONA
30,33,86,57,PRAHLADPUR
30,33,86,66,RAJABARI
30,33,86,85,TELIHATI
30,35,,,GOPALGANJ
30,35,32,,GOPALGANJ SADAR
30,35,32,11,BORASI
30,35,32,13,BAULTALI
30,35,32,15,CHANDRA DIGHALIA
30,35,32,17,DURGAPUR
30,35,32,21,GOBRA
30,35,32,30,GOPINATHPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,35,32,34,HARIDASPUR
30,35,32,38,JALALABAD
30,35,32,43,KAJULIA
30,35,32,47,KARPARA
30,35,32,51,KATI
30,35,32,56,LATIFPUR
30,35,32,60,MAJHIGATI
30,35,32,64,NIZRA
30,35,32,69,PAIKKANDI
30,35,32,73,RAGHUNATHPUR
30,35,32,77,SAHAPUR
30,35,32,82,SATPAR
30,35,32,86,SUKTAIL
30,35,32,90,ULPUR
30,35,32,94,URAFI
30,35,43,,KASHIANI
30,35,43,11,BETHURI
30,35,43,13,FUKURA
30,35,43,20,HATIARA
30,35,43,27,KASHIANI
30,35,43,33,MAMUDPUR
30,35,43,40,MAHESHPUR
30,35,43,47,NIJAMKANDI
30,35,43,54,ORAKANDI
30,35,43,61,PARULIA
30,35,43,67,PUISUR
30,35,43,74,RAJPAT
30,35,43,81,RATAIL
30,35,43,88,SAJAIL
30,35,43,94,SINGA
30,35,51,,KOTALIPARA
30,35,51,13,AMTALI
30,35,51,15,BANDHABARI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,35,51,23,GHAGAR
30,35,51,31,HIRAN
30,35,51,39,KALABARI
30,35,51,47,KANDI
30,35,51,55,KUSHLA
30,35,51,63,PINJURI
30,35,51,71,RADHAGANJ
30,35,51,79,RAMSHIL
30,35,51,87,SADULLAPUR
30,35,51,94,SUAGRAM
30,35,58,,MUKSUDPUR
30,35,58,10,BHABRASUR
30,35,58,11,BAHUGRAM
30,35,58,16,BANSHBARIA
30,35,58,22,BATIKAMARI
30,35,58,27,DIGNAGAR
30,35,58,33,GOBINDAPUR
30,35,58,39,GOHALA
30,35,58,44,JALIRPAR
30,35,58,50,KASALIA
30,35,58,55,KHANDARPAR
30,35,58,61,MAHARAJPUR
30,35,58,67,MOCHNA
30,35,58,72,NANIKSHIR
30,35,58,78,PASARGATI
30,35,58,83,RAGHDI
30,35,58,94,UJANI
30,35,91,,TUNGIPARA
30,35,91,19,BARNI
30,35,91,28,DUMURIA
30,35,91,38,GOPALPUR
30,35,91,66,KUSHLI
30,35,91,76,PATGATI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,39,,,JAMALPUR
30,39,7,,BAKSHIGANJ
30,39,7,11,BAGAR CHAR
30,39,7,23,BAKSHIGANJ
30,39,7,35,BATTAJORE
30,39,7,47,DHANUA
30,39,7,59,MERUR CHAR
30,39,7,71,NILAKSHMIA
30,39,7,83,SADHUR PARA
30,39,15,,DEWANGANJ
30,39,15,17,BAHADURABAD
30,39,15,29,CHAR AOMKHAOA
30,39,15,36,CHIKAJANI
30,39,15,43,CHUKAIBARI
30,39,15,51,DANGDHARA
30,39,15,58,DEWANGANJ UNION
30,39,15,65,HATEBHANGA
30,39,15,87,PAR RAMRAMPUR
30,39,29,,ISLAMPUR
30,39,29,13,BELGACHHA
30,39,29,15,CHAR GOALINI
30,39,29,23,CHAR PUTIMARI
30,39,29,31,CHINADULLI
30,39,29,39,GAIBANDHA
30,39,29,47,GOALER CHAR
30,39,29,55,ISLAMPUR
30,39,29,63,KULKANDI
30,39,29,71,NOARPARA
30,39,29,79,PALBANDHA
30,39,29,87,PATHARSI
30,39,29,94,SAPDHARI
30,39,36,,JAMALPUR SADAR
30,39,36,13,BANSHCHARA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,39,36,17,GHORADHAP
30,39,36,19,DIGPAITH
30,39,36,23,ITAIL
30,39,36,35,KENDUA
30,39,36,41,LAKSHMIR CHAR
30,39,36,47,MESHTA
30,39,36,53,NARUNDI
30,39,36,59,RANAGACHHA
30,39,36,65,RASHIDPUR
30,39,36,71,SAHABAJPUR
30,39,36,77,SHARIFPUR
30,39,36,83,SREEPUR
30,39,36,89,TITPALLA
30,39,36,95,TULSIR CHAR
30,39,58,,MADARGANJ
30,39,58,11,ADARBHITA
30,39,58,23,BALIJURI
30,39,58,35,CHAR PAKERDAHA
30,39,58,47,GUNARITALA
30,39,58,59,JOREKHALI UNION
30,39,58,71,KARAICHARA
30,39,58,83,SIDHULI
30,39,61,,MELANDAHA
30,39,61,17,ADRA
30,39,61,19,CHAR BANIPAKURI UNION
30,39,61,28,DURMUT
30,39,61,38,FULKOCHA
30,39,61,47,GHOSHER PARA
30,39,61,57,JHAUGARA
30,39,61,66,KULIA
30,39,61,76,MAHMUDPUR
30,39,61,85,NANGLA
30,39,61,95,NAYANAGAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,39,61,97,SHAYMPUR
30,39,85,,SARISHABARI UPAZILA
30,39,85,10,AONA
30,39,85,21,BHATARA
30,39,85,31,DOAIL
30,39,85,42,KAMRABAD
30,39,85,52,MAHADAN
30,39,85,63,PINGNA
30,39,85,73,POGALDIGHA
30,39,85,84,SATPOA
30,48,,,KISHOREGONJ
30,48,2,,AUSTAGRAM
30,48,2,11,ADAMPUR
30,48,2,23,AUSTAGRAM
30,48,2,35,BANGAL PARA
30,48,2,47,DEOGHAR
30,48,2,59,KALMA
30,48,2,71,KASTAIL
30,48,2,83,KHAYERPUR ABDULLAHPUR
30,48,2,91,PURBA AUSTAGRAM
30,48,6,,BAJITPUR
30,48,6,17,BALIARDI
30,48,6,25,DIGHIRPAR
30,48,6,34,DILALPUR
30,48,6,43,GAZIR CHAR
30,48,6,51,HALIMPUR
30,48,6,60,HILACHIA
30,48,6,69,HUMAIPUR
30,48,6,72,KAILAG
30,48,6,77,MAIJ CHAR
30,48,6,86,PIRIJPUR
30,48,6,94,SARAR CHAR
30,48,11,,BHAIRAB
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,48,11,21,AGANAGAR
30,48,11,35,GAZARIA
30,48,11,47,KALIKA PRASAD
30,48,11,59,SADAKPUR
30,48,11,71,SHIBPUR
30,48,11,83,SHIMULKANDI
30,48,11,85,SREENAGAR
30,48,27,,HOSSAINPUR
30,48,27,13,ARAIBARIA
30,48,27,27,GOBINDAPUR
30,48,27,40,JINARI
30,48,27,54,PUMDI
30,48,27,67,SAHEDAL
30,48,27,81,SIDHLA
30,48,33,,ITNA
30,48,33,17,BADLA
30,48,33,25,BARIBARI
30,48,33,26,CHAUGANGA
30,48,33,43,DHANPUR
30,48,33,47,ELONGJURI
30,48,33,51,ITNA
30,48,33,60,JOY SIDDHI
30,48,33,86,MRIGA
30,48,33,94,RAITUTI
30,48,42,,KARIMGANJ
30,48,42,13,BARAGHARIA
30,48,42,17,DEHUNDA
30,48,42,25,GUNDHAR
30,48,42,34,GUJADIA
30,48,42,43,JAFARABAD
30,48,42,51,JOYKA
30,48,42,60,KADIR JANGAL
30,48,42,71,KIRATAN
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,48,42,77,NIAMATPUR
30,48,42,86,NOABAD
30,48,42,94,SUTAR PARA
30,48,45,,KATIADI
30,48,45,13,ACHMITA
30,48,45,19,BANAGRAM
30,48,45,28,CHANDPUR
30,48,45,38,JALALPUR
30,48,45,47,KARGAON
30,48,45,66,LOHAJURI
30,48,45,76,MASUA
30,48,45,85,MUMURDIA
30,48,45,95,SHAHASRAM DHULDIA
30,48,49,,KISHOREGANJ SADAR
30,48,49,16,BINNATI
30,48,49,17,BAULAI
30,48,49,25,CHAUDDASATA
30,48,49,34,DANA PATALI
30,48,49,43,JASODAL
30,48,49,51,KORSHA KARIAIL
30,48,49,60,LATIBABAD
30,48,49,69,MAHINANDA
30,48,49,77,MAIJ KHAPAN
30,48,49,86,MARIA
30,48,49,94,RASHIDABAD
30,48,54,,KULIAR CHAR
30,48,54,11,CHHAYSUTI
30,48,54,23,FARIDPUR
30,48,54,35,GOBARIA ABDULLAHPUR
30,48,54,59,OSMANPUR
30,48,54,71,RAMDI
30,48,54,83,SALUA
30,48,59,,MITHAMAIN
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,48,59,11,BAIRATI
30,48,59,13,DHAKI
30,48,59,27,GHAGRA
30,48,59,40,GOPEDIGHI
30,48,59,54,KHATKHAL
30,48,59,67,KEORJORI
30,48,59,81,MITHAMAIN
30,48,76,,NIKLI
30,48,76,23,CHHATIR CHAR
30,48,76,27,DAMPARA
30,48,76,38,GURAI
30,48,76,47,JARAITALA
30,48,76,57,KARPASHA
30,48,76,76,NIKLI
30,48,76,85,SINGPUR
30,48,79,,PAKUNDIA
30,48,79,15,BARUDIA
30,48,79,19,CHANDI PASHA
30,48,79,28,CHAR FARADI
30,48,79,38,EGARASINDUR
30,48,79,47,HOSENDI
30,48,79,57,JANGALIA
30,48,79,66,NARANDI
30,48,79,85,PATUABHANGA
30,48,79,95,SUKHIA
30,48,92,,TARAIL
30,48,92,13,DAMIHA
30,48,92,27,DHALA
30,48,92,40,DIGDAIR
30,48,92,54,JAWAR
30,48,92,67,RAUTI
30,48,92,81,TALGANGA
30,48,92,94,TARAIL SACHAIL
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,54,,,MADARIPUR
30,54,40,,KALKINI
30,54,40,11,ALINAGAR
30,54,40,12,BALIGRAM
30,54,40,18,BANSHGARI
30,54,40,25,CHAR DAULAT KHAN
30,54,40,31,DASAR
30,54,40,37,ENAYETNAGAR
30,54,40,44,GOPALPUR
30,54,40,56,KAYARIA
30,54,40,63,KAZIBAKAI
30,54,40,69,LAKSHMIPUR
30,54,40,75,NABAGRAM
30,54,40,82,RAMJANPUR
30,54,40,88,SAHEBRAMPUR
30,54,40,94,SHIKAR MANGAL
30,54,54,,MADARIPUR SADAR
30,54,54,10,BAHADURPUR
30,54,54,11,CHILAR CHAR
30,54,54,17,DHURAIL
30,54,54,23,DUDKHALI
30,54,54,29,GHATMAJHI
30,54,54,35,JHAUDI
30,54,54,41,KALIKAPUR
30,54,54,47,KENDUA
30,54,54,53,KHOAJPUR
30,54,54,59,KUNIA
30,54,54,71,MUSTAFAPUR
30,54,54,77,PANCHKHOLA
30,54,54,83,PEARPUR
30,54,54,89,RASTI
30,54,54,94,SIRKHARA
30,54,80,,RAJOIR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,54,80,13,AMGRAM
30,54,80,19,BADAR PASHA
30,54,80,28,BAJITPUR
30,54,80,31,HARIDASDI MAHENDRADI
30,54,80,38,HOSSAINPUR
30,54,80,47,ISIBPUR
30,54,80,57,KABIRAJPUR
30,54,80,66,KADAMBARI
30,54,80,76,KHALIA
30,54,80,85,PAIK PARA
30,54,80,95,RAJOIR
30,54,87,,SHIBCHAR
30,54,87,11,BANDARKHOLA
30,54,87,13,BANSHKANDI
30,54,87,15,BAHERATALA DAKSHIN
30,54,87,18,BAHERATALA UTTAR
30,54,87,21,BHADRASAN
30,54,87,26,BHANDARIKANDI
30,54,87,31,CHAR JANAJAT
30,54,87,36,DATTA PARA
30,54,87,42,DITIYAKHANDA
30,54,87,47,KADIRPUR
30,54,87,52,KANTHALBARI
30,54,87,58,KUTUBPUR
30,54,87,63,MATBARER CHAR
30,54,87,68,NILAKHI
30,54,87,73,PANCH CHAR
30,54,87,79,SANNYASIR CHAR
30,54,87,84,SHIBCHAR
30,54,87,89,SIRUAIL
30,54,87,94,UMEDPUR
30,56,,,MANIKGANJ
30,56,10,,DAULATPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,56,10,17,BACHAMARA
30,56,10,19,BAGHUTIA
30,56,10,28,CHAK MIRPUR
30,56,10,38,CHARKATARI
30,56,10,57,DHAMSAR
30,56,10,66,JIYANPUR
30,56,10,76,KALIA
30,56,10,85,KHALSI
30,56,22,,GHIOR
30,56,22,11,BALIAKHORA
30,56,22,23,BANIAJURI
30,56,22,35,BARATIA
30,56,22,47,GHIOR
30,56,22,59,NALI
30,56,22,71,PAILA
30,56,22,83,SINGJURI
30,56,28,,HARIRAMPUR
30,56,28,11,AZIMNAGAR
30,56,28,14,BALLA
30,56,28,21,BALARA
30,56,28,29,BOYRA
30,56,28,36,CHALA
30,56,28,43,DHULSUNRA
30,56,28,51,GALA
30,56,28,58,GOPINATHPUR
30,56,28,65,HARUKANDI
30,56,28,73,KANCHANPUR
30,56,28,80,LESRAGANJ
30,56,28,87,RAMKRISHNAPUR
30,56,28,94,SUTALARI
30,56,46,,MANIKGANJ SADAR
30,56,46,11,BETILA MITARA
30,56,46,13,ATIGRAM
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,56,46,15,BHARARIA
30,56,46,23,DIGHI
30,56,46,31,GARPARA
30,56,46,39,HATI PARA
30,56,46,55,JAIGIR
30,56,46,71,KRISHNAPUR
30,56,46,87,NABAGRAM
30,56,46,94,PUTAIL
30,56,70,,SATURIA
30,56,70,19,BALIATI
30,56,70,28,BARAID
30,56,70,38,DARAGRAM
30,56,70,47,DIGHALIA
30,56,70,57,DHANKORA
30,56,70,66,FUKURHATI
30,56,70,76,HARGAZ
30,56,70,85,SATURIA
30,56,70,95,TILLI
30,56,78,,SHIBALAYA
30,56,78,11,ARUA
30,56,78,23,MOHADEBPUR
30,56,78,35,SHIMULIA
30,56,78,47,SHIBALAYA
30,56,78,59,TEOTA
30,56,78,71,ULAIL
30,56,78,83,UTHALI
30,56,82,,SINGAIR
30,56,82,17,BALDHARA
30,56,82,19,BOYRA
30,56,82,25,CHANDHAR
30,56,82,34,CHARIGRAM
30,56,82,43,DHALLA
30,56,82,51,JOY MANTAP
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,56,82,60,JAMIRTA
30,56,82,69,JAMSHA
30,56,82,77,SAISTA
30,56,82,86,SINGAIR
30,56,82,94,TALIBPUR
30,59,,,MUNSHIGANJ
30,59,24,,GAZARIA
30,59,24,10,BALUAKANDI
30,59,24,21,BAUSIA
30,59,24,31,BHABER CHAR
30,59,24,42,GAZARIA
30,59,24,52,GUAGACHHIA
30,59,24,63,HOSSAINDI
30,59,24,73,IMAMPUR
30,59,24,84,TENGER CHAR
30,59,44,,LOHAJANG
30,59,44,13,BEJGAON
30,59,44,15,BAULTALI
30,59,44,31,GAODIA
30,59,44,39,HALDIA
30,59,44,47,KALMA
30,59,44,55,KANAKSAR
30,59,44,63,KHIDIR PARA
30,59,44,71,KUMARBHOG
30,59,44,87,MEDINI MANDAL
30,59,44,94,LOHAJANG TEOTIA
30,59,56,,MUNSHIGANJ SADAR
30,59,56,20,ADHARA
30,59,56,22,BAJRA JOGINI
30,59,56,23,BANGLA BAZAR
30,59,56,28,CHAR KEWAR
30,59,56,38,SILAI
30,59,56,47,MAHAKALI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,59,56,57,MOLLAHKANDI
30,59,56,76,PANCHASAR
30,59,56,85,RAMPAL
30,59,74,,SERAJDIKHAN
30,59,74,11,BALUR CHAR
30,59,74,13,BASAIL
30,59,74,20,BAYARAGADI
30,59,74,27,CHITRAKOT
30,59,74,33,ICHHAPUR
30,59,74,40,JAINSAR
30,59,74,47,KAYAIN
30,59,74,54,KOLA
30,59,74,61,LATABDI
30,59,74,67,MADHYAPARA
30,59,74,74,MALKHANAGAR
30,59,74,81,RAJANAGAR
30,59,74,88,RASUNIA
30,59,74,94,SEKHARNAGAR
30,59,84,,SREENAGAR
30,59,84,11,ATPARA
30,59,84,13,BAGHRA
30,59,84,20,BARAIKHALI
30,59,84,27,BHAGYAKUL
30,59,84,33,BIRTARA
30,59,84,40,HASARA
30,59,84,47,KOLA PARA
30,59,84,54,KUKUTIA
30,59,84,61,PATABHOG
30,59,84,67,RARIKHAL
30,59,84,74,SREENAGAR
30,59,84,81,SHOLAGHAR
30,59,84,88,SHYAMSIDDHI
30,59,84,94,TANTAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,59,94,,TONGIBARI
30,59,94,11,ABDULLAHPUR
30,59,94,15,ARIAL
30,59,94,23,AUTSHAHI
30,59,94,31,BETKA
30,59,94,39,DHIPUR
30,59,94,47,DIGHIR PARA
30,59,94,55,HASAIL BANARI
30,59,94,63,JASHALONG
30,59,94,71,KAMARKHARA
30,59,94,79,KATHADIA SHIMULIA
30,59,94,87,PANCHGAON
30,59,94,94,SONARANG TONGIBARI
30,61,,,MYMENSINGH
30,61,13,,BHALUKA
30,61,13,14,BHALUKA
30,61,13,17,BHARADOBA
30,61,13,25,BIRUNIA
30,61,13,34,DAKATIA
30,61,13,43,DHITPUR
30,61,13,51,HABIRBARI
30,61,13,60,KACHINA
30,61,13,69,MALLIKBARI
30,61,13,77,MEDUARY
30,61,13,86,RAJAI
30,61,13,94,UTHURA
30,61,16,,DHOBAURA
30,61,16,10,BAGHBER
30,61,16,31,DAKSHIN MAIJ PARA
30,61,16,36,DOBAURA
30,61,16,42,GAMARITALA
30,61,16,47,GUATALA
30,61,16,52,GHOSHGAON
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,61,16,73,PORA KANDULIA
30,61,20,,FULBARIA
30,61,20,11,ACHIM PATULI
30,61,20,17,BAKTA
30,61,20,23,BALIAN
30,61,20,29,BHABANIPUR
30,61,20,35,DEOKHOLA
30,61,20,41,ENAYETPUR
30,61,20,47,FULBARIA
30,61,20,53,KALADAHA
30,61,20,59,KUSHMAIL
30,61,20,77,NAOGAON
30,61,20,83,PUTIJANA
30,61,20,89,RADHAKANAI
30,61,20,94,RANGAMATIA
30,61,22,,GAFFARGAON
30,61,22,11,BARABARIA
30,61,22,12,CHAR ALGI
30,61,22,18,DATTER BAZAR
30,61,22,25,GAFFARGAON
30,61,22,31,JESSORA
30,61,22,37,LANGAIR
30,61,22,44,MASHAKHALI
30,61,22,50,NIGAIR
30,61,22,56,PAITHAL
30,61,22,63,PANCHBHAG
30,61,22,69,RASULPUR
30,61,22,75,RAONA
30,61,22,82,SALTIA
30,61,22,88,TENGABA
30,61,22,94,USTHI
30,61,23,,GAURIPUR
30,61,23,15,ACHINTAPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
30,61,23,18,BHANGNAMARI
30,61,23,22,BOKAINAGAR
30,61,23,27,DOWHAKHALA
30,61,23,31,GAURIPUR
30,61,23,49,MAILAKANDA
30,61,23,58,MAOHA
30,61,23,72,RAMGOPALPUR
30,61,23,81,SAHANATI
30,61,23,85,SIDHLA
30,61,24,,HALUAGHAT
