"Source","File","Variable","Description"
"DHS2011","BR61","v120","household has: radio"
"DHS2011","BR61","v121","household has: television"
"DHS2011","BR61","v122","household has: refrigerator"
"DHS2011","BR61","v123","household has: bicycle"
"DHS2011","BR61","v124","household has: motorcycle/scooter"
"DHS2011","BR61","v125","na - household has: car/truck"
"DHS2011","BR61","v127","main floor material"
"DHS2011","BR61","v128","main wall material"
"DHS2011","BR61","v129","main roof material"
"DHS2011","BR61","v130","religion"
"DHS2011","BR61","v131","na - ethnicity"
"DHS2011","BR61","v133","education in single years"
"DHS2011","BR61","v134","de facto place of residence"
"DHS2011","BR61","v135","usual resident or visitor"
"DHS2011","BR61","v136","number of household members (listed)"
"DHS2011","BR61","v137","number of children 5 and under in household (de jure)"
"DHS2011","BR61","v138","number of eligible women in household (de facto)"
"DHS2011","BR61","v139","de jure region of residence"
"DHS2011","BR61","v140","de jure type of place of residence"
"DHS2011","BR61","v141","de jure place of residence"
"DHS2011","BR61","v149","educational attainment"
"DHS2011","BR61","v150","relationship to household head"
"DHS2011","BR61","v151","sex of household head"
"DHS2011","BR61","v152","age of household head"
"DHS2011","BR61","v153","household has: telephone (land-line)"
"DHS2011","BR61","awfactt","all woman factor - total"
"DHS2011","BR61","awfactu","all woman factor - urban/rural"
"DHS2011","BR61","awfactr","all woman factor - regional"
"DHS2011","BR61","awfacte","all woman factor - educational"
"DHS2011","BR61","awfactw","all woman factor - wealth index"
"DHS2011","BR61","v155","literacy"
"DHS2011","BR61","v156","na - ever participated in a literacy program outside of primary"
"DHS2011","BR61","v157","frequency of reading newspaper or magazine"
"DHS2011","BR61","v158","frequency of listening to radio"
"DHS2011","BR61","v159","frequency of watching television"
"DHS2011","BR61","v160","toilet facilities shared with other households"
"DHS2011","BR61","v161","type of cooking fuel"
"DHS2011","BR61","v166","na - result of salt test for iodine"
"DHS2011","BR61","v167","na - number of trips in last 12 months"
"DHS2011","BR61","v168","na - away for more than one month in last 12 months"
"DHS2011","BR61","v190","wealth index"
"DHS2011","BR61","v191","wealth index factor score (5 decimals)"
"DHS2011","BR61","ml101","na - type of mosquito bed net(s) slept under last night"
"DHS2011","BR61","v201","total children ever born"
"DHS2011","BR61","v202","sons at home"
"DHS2011","BR61","v203","daughters at home"
"DHS2011","BR61","v204","sons elsewhere"
"DHS2011","BR61","v205","daughters elsewhere"
"DHS2011","BR61","v206","sons who have died"
"DHS2011","BR61","v207","daughters who have died"
"DHS2011","BR61","v208","births in last five years"
"DHS2011","BR61","v209","births in past year"
"DHS2011","BR61","v210","births in month of interview"
"DHS2011","BR61","v211","date of first birth (cmc)"
"DHS2011","BR61","v212","age of respondent at 1st birth"
"DHS2011","BR61","v213","currently pregnant"
"DHS2011","BR61","v214","duration of current pregnancy"
"DHS2011","BR61","v215","time since last menstrual period"
"DHS2011","BR61","v216","menstruated in last six weeks"
"DHS2011","BR61","v217","na - knowledge of ovulatory cycle"
"DHS2011","BR61","v218","number of living children"
"DHS2011","BR61","v219","living children + current pregnancy"
"DHS2011","BR61","v220","living children + current pregnancy (grouped)"
"DHS2011","BR61","v221","marriage to first birth interval (months)"
"DHS2011","BR61","v222","last birth to interview (months)"
"DHS2011","BR61","v223","completeness of current pregnancy information"
"DHS2011","BR61","v224","entries in birth history"
"DHS2011","BR61","v225","current pregnancy wanted"
"DHS2011","BR61","v226","time since last period (comp) (months)"
"DHS2011","BR61","v227","flag for last period"
"DHS2011","BR61","v228","ever had a terminated pregnancy"
"DHS2011","BR61","v229","month pregnancy ended"
"DHS2011","BR61","v230","year pregnancy ended"
"DHS2011","BR61","v231","cmc pregnancy ended"
"DHS2011","BR61","v232","completeness of last termination information"
"DHS2011","BR61","v233","months when pregnancy ended"
"DHS2011","BR61","v234","other such pregnancies"
"DHS2011","BR61","v235","index last child prior to maternity-health (calendar)"
"DHS2011","BR61","v237","birth between last and interview"
"DHS2011","BR61","v238","births in last three years"
"DHS2011","BR61","v239","pregnancies terminated before calendar beginning"
"DHS2011","BR61","v240","month of last termination prior to calendar"
"DHS2011","BR61","v241","year of last termination prior to calendar"
"DHS2011","BR61","v242","cmc termination ended prior to calendar"
"DHS2011","BR61","v243","completeness of last termination date prior to calendar"
"DHS2011","BR61","v310","na - living children at first use"
"DHS2011","BR61","v311","na - children at first use (grouped)"
"DHS2011","BR61","v312","current contraceptive method"
"DHS2011","BR61","v313","current use by method type"
"DHS2011","BR61","v315","month of start of use of method"
"DHS2011","BR61","v316","year of start of use of method"
"DHS2011","BR61","v317","date of start of use of method (cmc)"
"DHS2011","BR61","v318","completeness of information"
"DHS2011","BR61","v319","years since sterilization"
"DHS2011","BR61","v320","age at sterilization"
"DHS2011","BR61","v321","marital duration at sterilization"
"DHS2011","BR61","v322","parity at sterilization"
"DHS2011","BR61","v323","brand of pill used"
"DHS2011","BR61","v323a","brand of condom used"
"DHS2011","BR61","v325a","na - cost of current method (in currency)"
"DHS2011","BR61","v326","last source for current users"
"DHS2011","BR61","v327","last source for users by type"
"DHS2011","BR61","v337","months of use of current method"
"DHS2011","BR61","v359","last method discontinued in last 5 years"
"DHS2011","BR61","v360","reason of last discontinuation"
"DHS2011","BR61","v361","pattern of use"
"DHS2011","BR61","v362","intention to use"
"DHS2011","BR61","v363","preferred future method"
"DHS2011","BR61","v364","contraceptive use and intention"
"DHS2011","BR61","v367","wanted last child"
"DHS2011","BR61","v372","shown pill package"
"DHS2011","BR61","v372a","shown condom package"
"DHS2011","BR61","v375a","na - main reason not using a method"
"DHS2011","BR61","v376","main reason not to use a method"
"DHS2011","BR61","v376a","na - would ever use method if married"
"DHS2011","BR61","v379","na - source known for any method"
"DHS2011","BR61","v380","na - source known for any method"
"DHS2011","BR61","v384a","heard family planning on radio last few months"
"DHS2011","BR61","v384b","heard family planning on tv last few months"
"DHS2011","BR61","v384c","heard family planning in newspaper/magazine last few months"
"DHS2011","BR61","v393","na - visited by family planning worker last 12 months"
"DHS2011","BR61","v394","na - visited health facility last 12 months"
"DHS2011","BR61","v395","na - at health facility, told of family planning"
"DHS2011","BR61","v3a00a","source of family planning for non-users: government hospital"
"DHS2011","BR61","v3a00b","source of family planning for non-users: specialized gov't hospital"
"DHS2011","BR61","v3a00c","source of family planning for non-users: district hospital"
"DHS2011","BR61","v3a00d","source of family planning for non-users: maternal and child welfare center"
"DHS2011","BR61","v3a00e","source of family planning for non-users: upazila health complex"
"DHS2011","BR61","v3a00f","source of family planning for non-users: health & family welfare center"
"DHS2011","BR61","v3a00g","source of family planning for non-users: satellite clinic/epi outreach"
"DHS2011","BR61","v3a00h","source of family planning for non-users: community clinic"
"DHS2011","BR61","v3a00i","source of family planning for non-users: government field worker (fwa)"
"DHS2011","BR61","v3a00j","source of family planning for non-users: private hospital/clinic"
"DHS2011","BR61","v3a00k","source of family planning for non-users: pharmacy"
"DHS2011","BR61","v3a00l","source of family planning for non-users: private doctor"
"DHS2011","BR61","v3a00m","source of family planning for non-users: non-qualified doctor's  chamber"
"DHS2011","BR61","v3a00n","source of family planning for non-users: private medical college hospital"
"DHS2011","BR61","v3a00o","source of family planning for non-users: other private medical sector"
"DHS2011","BR61","v3a00p","na - source of family planning for non-users: private sector"
"DHS2011","BR61","v3a00q","na - source of family planning for non-users: private sector"
"DHS2011","BR61","v3a00r","na - source of family planning for non-users: private sector"
"DHS2011","BR61","v3a00s","source of family planning for non-users: grocery"
"DHS2011","BR61","v3a00t","na - source of family planning for non-users: others"
"DHS2011","BR61","v3a00u","source of family planning for non-users: relatives/friends"
"DHS2011","BR61","v3a00v","source of family planning for non-users: ngo static clinic"
"DHS2011","BR61","v3a00w","source of family planning for non-users: ngo satellite clinic"
"DHS2011","BR61","v3a00x","source of family planning for non-users: other"
"DHS2011","BR61","v3a00y","source of family planning for non-users: no source"
"DHS2011","BR61","v3a00z","source of family planning for non-users: any source"
"DHS2011","BR61","v3a01","na - told sterilization would mean no more children"
"DHS2011","BR61","v3a02","na - told about side effects"
"DHS2011","BR61","v3a03","na - told about side effects by health or family planning worker"
"DHS2011","BR61","v3a04","na - told how to deal with side effects"
"DHS2011","BR61","v3a05","na - told about other family planning methods"
"DHS2011","BR61","v3a06","na - told about other family planning methods by health or family planning worke"
"DHS2011","BR61","v3a07","first source for current method"
"DHS2011","BR61","v3a08a","na - reason not using: not married"
"DHS2011","BR61","v3a08b","reason not using: not having sex"
"DHS2011","BR61","v3a08c","reason not using: infrequent sex"
"DHS2011","BR61","v3a08d","reason not using: menopausal/hysterectomy"
"DHS2011","BR61","v3a08e","reason not using: subfecund/infecund"
"DHS2011","BR61","v3a08f","reason not using: postpartum amenorrheic"
"DHS2011","BR61","v3a08g","reason not using: breastfeeding"
"DHS2011","BR61","v3a08h","reason not using: fatalistic"
"DHS2011","BR61","v3a08i","reason not using: respondent opposed"
"DHS2011","BR61","v3a08j","reason not using: husband/partner opposed"
"DHS2011","BR61","v3a08k","reason not using: others opposed"
"DHS2011","BR61","v3a08l","reason not using: religious prohibition"
"DHS2011","BR61","v3a08m","reason not using: knows no method"
"DHS2011","BR61","v3a08n","reason not using: knows no source"
"DHS2011","BR61","v3a08o","na - reason not using: health concerns"
"DHS2011","BR61","v3a08p","reason not using: fear of side effects/health concerns"
"DHS2011","BR61","v3a08q","reason not using: lack of access/too far"
"DHS2011","BR61","v3a08r","reason not using: costs too much"
"DHS2011","BR61","v3a08s","reason not using: inconvenient to use"
"DHS2011","BR61","v3a08t","reason not using: interferes with body’s processes"
"DHS2011","BR61","v3a08u","reason not using: preferred method not available"
"DHS2011","BR61","v3a08v","reason not using: no method available"
"DHS2011","BR61","v3a08w","na - reason not using: cs"
"DHS2011","BR61","v3a08aa","na - reason not using: cs"
"DHS2011","BR61","v3a08ab","na - reason not using: cs"
"DHS2011","BR61","v3a08ac","na - reason not using: cs"
"DHS2011","BR61","v3a08ad","na - reason not using: cs"
"DHS2011","BR61","v3a08x","reason not using: other"
"DHS2011","BR61","v3a08z","reason not using: don't know"
"DHS2011","BR61","v3a09a","na - how many pill cycles did get last time"
"DHS2011","BR61","v3a09b","na - how many condoms did get last time"
"DHS2011","BR61","v401","last birth a caesarean section"
"DHS2011","BR61","v404","currently breastfeeding"
"DHS2011","BR61","v405","currently amenorrheic"
"DHS2011","BR61","v406","currently abstaining"
"DHS2011","BR61","v407","na - number of times breastfed during night"
"DHS2011","BR61","v408","na - number of times breastfed during day"
"DHS2011","BR61","v409","gave child plain water"
"DHS2011","BR61","v409a","na - gave child sugar water"
"DHS2011","BR61","v410","gave child juice"
"DHS2011","BR61","v410a","na - gave child tea or coffee"
"DHS2011","BR61","v411","gave child tinned, powdered or fresh milk"
"DHS2011","BR61","v411a","gave child baby formula"
"DHS2011","BR61","v412","na - gave child fresh milk"
"DHS2011","BR61","v412a","gave child fortified baby food (cerelac, etc)"
"DHS2011","BR61","v412b","na - gave child other porridge/gruel"
"DHS2011","BR61","v412c","na - gave child soup/clear broth"
"DHS2011","BR61","v413","gave child other liquid"
"DHS2011","BR61","v413a","na - gave child cs liquid"
"DHS2011","BR61","v413b","na - gave child cs liquid"
"DHS2011","BR61","v413c","na - gave child cs liquid"
"DHS2011","BR61","v413d","na - gave child cs liquid"
"DHS2011","BR61","v414a","na - gave child cs foods"
"DHS2011","BR61","v414b","na - gave child cs foods"
"DHS2011","BR61","v414c","na - gave child cs foods"
"DHS2011","BR61","v414d","na - gave child cs foods"
"DHS2011","BR61","v414e","gave child bread, noodles, other made from grains"
"DHS2011","BR61","v414f","gave child potatoes, cassava, or other tubers"
"DHS2011","BR61","v414g","gave child eggs"
"DHS2011","BR61","v414h","gave child meat (beef, pork, lamb, chicken, etc)"
"DHS2011","BR61","v414i","gave child pumpkin, carrots, squash (yellow or orange inside)"
"DHS2011","BR61","v414j","gave child any dark green leafy vegetables"
"DHS2011","BR61","v414k","gave child mangoes, papayas, other vitamin a fruits"
"DHS2011","BR61","v414l","gave child any other fruits"
"DHS2011","BR61","v414m","gave child liver, heart, other organs"
"DHS2011","BR61","v414n","gave child fish or shellfish"
"DHS2011","BR61","v414o","gave child food made from beans, peas, lentils, nuts"
"DHS2011","BR61","v414p","gave child cheese, yogurt, other milk products"
"DHS2011","BR61","v414q","na - gave child oil, fats, butter, products made of them"
"DHS2011","BR61","v414r","na - gave child chocolates, sweets, candies, pastries, etc"
"DHS2011","BR61","v414s","gave child other solid-semisolid food"
"DHS2011","BR61","v414t","na - gave child cs foods"
"DHS2011","BR61","v414u","na - gave child cs foods"
"DHS2011","BR61","v414v","gave child yogurt"
"DHS2011","BR61","v414w","na - gave child cs foods"
"DHS2011","BR61","v415","drank from bottle with nipple yesterday/last night"
"DHS2011","BR61","v416","na - heard of oral rehydration"
"DHS2011","BR61","v417","entries in maternity table"
"DHS2011","BR61","v418","entries in health table"
"DHS2011","BR61","v419","entries in height/weight table"
"DHS2011","BR61","v420","na - measurer's code"
"DHS2011","BR61","v421","na - assistant measurer's code"
"DHS2011","BR61","v426","when child put to breast"
"DHS2011","BR61","v437","respondent's weight in kilograms (1 decimal)"
"DHS2011","BR61","v438","respondent's height in centimeters (1 decimal)"
"DHS2011","BR61","v439","height/age percentile"
"DHS2011","BR61","v440","height/age standard deviation"
"DHS2011","BR61","v441","height/age percent ref. median"
"DHS2011","BR61","v442","weight/height percent ref. median (dhs)"
"DHS2011","BR61","v443","weight/height percent ref. median (fog)"
"DHS2011","BR61","v444","weight/height percent ref. median (who)"
"DHS2011","BR61","v444a","weight/height standard deviation (dhs)"
"DHS2011","BR61","v445","body mass index"
"DHS2011","BR61","v446","rohrer's index"
"DHS2011","BR61","v447","result of measurement - height/weight"
"DHS2011","BR61","v447a","women's age in years (from household questionnaire)"
"DHS2011","BR61","v452a","na - under age 18 (from household questionnaire)"
"DHS2011","BR61","v452b","na - line number of parent/caretaker"
"DHS2011","BR61","v452c","read consent statement - hemoglobin"
"DHS2011","BR61","v453","hemoglobin level (g/dl - 1 decimal)"
"DHS2011","BR61","v454","currently pregnant (from household questionnaire)"
"DHS2011","BR61","v455","result of measurement - hemoglobin"
"DHS2011","BR61","v456","hemoglobin level adjusted for altitude and smoking (g/dl - 1 decimal)"
"DHS2011","BR61","v457","anemia level"
"DHS2011","BR61","v458","na - agrees to referral - anemia"
"DHS2011","BR61","v459","na - have mosquito bed net for sleeping (from household questionnaire)"
"DHS2011","BR61","v460","na - children under 5 slept under mosquito bed net last night (household questio"
"DHS2011","BR61","v461","na - respondent slept under mosquito bed net"
"DHS2011","BR61","v462","na - washed hands before preparing last meal"
"DHS2011","BR61","v463a","na - smokes cigarettes"
"DHS2011","BR61","v463b","na - smokes pipe"
"DHS2011","BR61","v463c","na - uses chewing tobacco"
"DHS2011","BR61","v463d","na - uses snuff"
"DHS2011","BR61","v463e","na - smokes cigars"
"DHS2011","BR61","v463f","na - smokes country specific"
"DHS2011","BR61","v463g","na - smokes country specific"
"DHS2011","BR61","v463x","na - smokes other"
"DHS2011","BR61","v463z","na - does not use tobacco"
"DHS2011","BR61","v464","na - number of cigarettes in last 24 hours"
"DHS2011","BR61","v465","na - disposal of youngest child's stools when not using toilet"
"DHS2011","BR61","v466","na - when child is seriously ill, can decide whether medical treatment sought"
"DHS2011","BR61","v467a","na - getting medical help for self: know where to go"
"DHS2011","BR61","v467b","na - getting medical help for self: getting permission to go"
"DHS2011","BR61","v467c","na - getting medical help for self: getting money needed for treatment"
"DHS2011","BR61","v467d","na - getting medical help for self: distance to health facility"
"DHS2011","BR61","v467e","na - getting medical help for self: having to take transport"
"DHS2011","BR61","v467f","na - getting medical help for self: not wanting to go alone"
"DHS2011","BR61","v467g","na - getting medical help for self: concern no female health provider"
"DHS2011","BR61","v467h","na - getting medical help for self: concern no provider"
"DHS2011","BR61","v467i","na - getting medical help for self: concern no drugs available"
"DHS2011","BR61","v467j","na - getting medical help for self: cs"
"DHS2011","BR61","v467k","na - getting medical help for self: cs"
"DHS2011","BR61","v467l","na - getting medical help for self: cs"
"DHS2011","BR61","v467m","na - getting medical help for self: cs"
"DHS2011","BR61","v468","record for last birth"
"DHS2011","BR61","v469e","times gave child powdered/tinned/fresh milk"
"DHS2011","BR61","v469f","times gave child infant formula"
"DHS2011","BR61","v469x","times gave child yogurt"
"DHS2011","BR61","v471a","na - mother had tinned, powdered or fresh milk"
"DHS2011","BR61","v471b","na - mother had tea or coffee"
"DHS2011","BR61","v471c","na - mother had any other liquid"
"DHS2011","BR61","v471d","na - mother had cs liquid"
"DHS2011","BR61","v471e","na - mother had cs liquid"
"DHS2011","BR61","v471f","na - mother had cs liquid"
"DHS2011","BR61","v471g","na - mother had cs liquid"
"DHS2011","BR61","v472a","na - mother had cs foods"
"DHS2011","BR61","v472b","na - mother had cs foods"
"DHS2011","BR61","v472c","na - mother had cs foods"
"DHS2011","BR61","v472d","na - mother had cs foods"
"DHS2011","BR61","v472e","na - mother had bread, noodles, other made from grains"
"DHS2011","BR61","v472f","na - mother had potatoes, cassava, or other tubers"
"DHS2011","BR61","v472g","na - mother had eggs"
"DHS2011","BR61","v472h","na - mother had meat (beef, pork, lamb, chicken, etc)"
"DHS2011","BR61","v472i","na - mother had pumpkin, carrots, squash (yellow or orange inside)"
"DHS2011","BR61","v472j","na - mother had any dark green leafy vegetables"
"DHS2011","BR61","v472k","na - mother had mangoes, papayas, other vitamin a fruits"
"DHS2011","BR61","v472l","na - mother had any other fruits"
"DHS2011","BR61","v472m","na - mother had liver, heart, other organs"
"DHS2011","BR61","v472n","na - mother had fish or shellfish"
"DHS2011","BR61","v472o","na - mother had food made from beans, peas, lentils, nuts"
"DHS2011","BR61","v472p","na - mother had cheese, yogurt, other milk products"
"DHS2011","BR61","v472q","na - mother had oil, fats, butter, products made of them"
"DHS2011","BR61","v472r","na - mother had chocolates, sweets, candies, pastries, etc"
"DHS2011","BR61","v472s","na - mother had other solid-semisolid food"
"DHS2011","BR61","v472t","na - mother had cs foods"
"DHS2011","BR61","v472u","na - mother had cs foods"
"DHS2011","BR61","v473a","na - read consent statement - hiv"
"DHS2011","BR61","v473b","na - result of measurement - hiv"
"DHS2011","BR61","v474","na - heard of tuberculosis or tb"
"DHS2011","BR61","v474a","na - tuberculosis spread by: air when coughing or sneezing"
"DHS2011","BR61","v474b","na - tuberculosis spread by: sharing utensils"
"DHS2011","BR61","v474c","na - tuberculosis spread by: touching a person with tb"
"DHS2011","BR61","v474d","na - tuberculosis spread by: food"
"DHS2011","BR61","v474e","na - tuberculosis spread by: sexual contact"
"DHS2011","BR61","v474f","na - tuberculosis spread by: mosquito bites"
"DHS2011","BR61","v474g","na - tuberculosis spread by: cs"
"DHS2011","BR61","v474h","na - tuberculosis spread by: cs"
"DHS2011","BR61","v474i","na - tuberculosis spread by: cs"
"DHS2011","BR61","v474j","na - tuberculosis spread by: cs"
"DHS2011","BR61","v474x","na - tuberculosis spread by: other"
"DHS2011","BR61","v474z","na - tuberculosis spread by: don't know"
"DHS2011","BR61","v475","na - tuberculosis can be cured"
"DHS2011","BR61","v476","na - keep secret when family member gets tb"
"DHS2011","BR61","v477","na - number of injections in last 12 months"
"DHS2011","BR61","v478","na - number of injections administered by a health worker"
"DHS2011","BR61","v479","na - place of injection by health worker"
"DHS2011","BR61","v480","na - syringe and needle from new, unopened package"
"DHS2011","BR61","v481","na - covered by health insurance"
"DHS2011","BR61","v481a","na - health insurance type: mutual/community organization"
"DHS2011","BR61","v481b","na - health insurance type: provided by employer"
"DHS2011","BR61","v481c","na - health insurance type: social security"
"DHS2011","BR61","v481d","na - health insurance type: private/commercially purchased"
"DHS2011","BR61","v481e","na - health insurance type: cs"
"DHS2011","BR61","v481f","na - health insurance type: cs"
"DHS2011","BR61","v481g","na - health insurance type: cs"
"DHS2011","BR61","v481h","na - health insurance type: cs"
"DHS2011","BR61","v481x","na - health insurance type: other"
"DHS2011","BR61","v482a","na - arrange care of biological children under age 18"
"DHS2011","BR61","v482b","na - primary caregiver of children under age 18"
"DHS2011","BR61","v482c","na - arrange care of non-biological children < 18"
"DHS2011","BR61","v501","current marital status"
"DHS2011","BR61","v502","currently/formerly/never in union"
"DHS2011","BR61","v503","number of unions"
"DHS2011","BR61","v504","currently residing with husband/partner"
"DHS2011","BR61","v505","na - number of other wives"
"DHS2011","BR61","v506","na - respondent's rank among wives"
"DHS2011","BR61","v507","month of first cohabitation"
"DHS2011","BR61","v508","year of first cohabitation"
"DHS2011","BR61","v509","date of first cohabitation (cmc)"
"DHS2011","BR61","v510","completeness of date information in v509"
"DHS2011","BR61","v511","age at first cohabitation"
"DHS2011","BR61","v512","years since first cohabitation"
"DHS2011","BR61","v513","cohabitation duration (grouped)"
"DHS2011","BR61","v525","age at first sex"
"DHS2011","BR61","v527","time since last sex"
"DHS2011","BR61","v528","time since last sex (in days)"
"DHS2011","BR61","v529","time since last sex (in months)"
"DHS2011","BR61","v530","flag for v529"
"DHS2011","BR61","v531","age at first sex (imputed)"
"DHS2011","BR61","v532","flag for v531"
"DHS2011","BR61","v535","ever been married or in union"
"DHS2011","BR61","v536","recent sexual activity"
"DHS2011","BR61","v537","months of abstinence"
"DHS2011","BR61","v538","na - how previous marriage or union ended"
"DHS2011","BR61","v539","na - person who received most of late husband's property"
"DHS2011","BR61","v540","na - respondent received any of late husband's assets or valuables"
"DHS2011","BR61","v541","na - intends to wait until marriage to have sex"
"DHS2011","BR61","v602","fertility preference"
"DHS2011","BR61","v603","preferred waiting time for birth of a/another child"
"DHS2011","BR61","v604","preferred waiting time for birth of a/another child (grouped)"
"DHS2011","BR61","v605","desire for more children"
"DHS2011","BR61","v613","ideal number of children"
"DHS2011","BR61","v614","ideal number of children (grouped)"
"DHS2011","BR61","v616","time for future birth"
"DHS2011","BR61","v621","husband's desire for children"
"DHS2011","BR61","v623","exposure"
"DHS2011","BR61","v624","unmet need"
"DHS2011","BR61","v625","exposure (definition 2)"
"DHS2011","BR61","v626","unmet need (definition 2)"
"DHS2011","BR61","v625a","exposure to need for contraception (definition 3)"
"DHS2011","BR61","v626a","unmet need for contraception (definition 3)"
"DHS2011","BR61","v627","ideal number of boys"
"DHS2011","BR61","v628","ideal number of girls"
"DHS2011","BR61","v629","ideal number of either sex"
"DHS2011","BR61","v631","na - problem if became pregnant"
"DHS2011","BR61","v632","decision maker for using contraception"
"DHS2011","BR61","v633a","na - reason for not having sex: husband has sti"
"DHS2011","BR61","v633b","na - reason for not having sex: husband has other women"
"DHS2011","BR61","v633c","na - reason for not having sex: recent birth"
"DHS2011","BR61","v633d","na - reason for not having sex: tired, not in mood"
"DHS2011","BR61","v633e","na - reason for not having sex: cs"
"DHS2011","BR61","v633f","na - reason for not having sex: cs"
"DHS2011","BR61","v633g","na - reason for not having sex: cs"
"DHS2011","BR61","v634","na - husband knows that respondent is using contraception"
"DHS2011","BR61","v701","husband/partner's education level"
"DHS2011","BR61","v702","husband/partner's highest year of education (at level in v701)"
"DHS2011","BR61","v704","husband/partner's occupation"
"DHS2011","BR61","v705","na - husband/partner's occupation (grouped)"
"DHS2011","BR61","v714","respondent currently working"
"DHS2011","BR61","v714a","respondent has a job, but currently absent"
"DHS2011","BR61","v715","husband/partner's total number of years of education"
"DHS2011","BR61","v716","respondent's occupation"
"DHS2011","BR61","v717","na - respondent's occupation (grouped)"
"DHS2011","BR61","v719","respondent works for family, others, self"
"DHS2011","BR61","v721","na - respondent works at home or away"
"DHS2011","BR61","v729","husband/partner's educational attainment"
"DHS2011","BR61","v730","husband/partner's age"
"DHS2011","BR61","v731","respondent worked in last 12 months"
"DHS2011","BR61","v732","respondent employed all year/seasonal"
"DHS2011","BR61","v739","person who usually decides how to spend respondent's earnings"
"DHS2011","BR61","v740","na - type of land where respondent works"
"DHS2011","BR61","v741","type of earnings from respondent's work"
"DHS2011","BR61","v743a","person who usually decides on respondent's health care"
"DHS2011","BR61","v743b","person who usually decides on large household purchases"
"DHS2011","BR61","v743c","na - person who usually decides on household purchases for daily needs"
"DHS2011","BR61","v743d","person who usually decides on visits to family or relatives"
"DHS2011","BR61","v743e","na - person who usually decides on food to be cooked each day"
"DHS2011","BR61","v743f","na - person who usually decides what to do with money husband earns"
"DHS2011","BR61","v744a","beating justified if wife goes out without telling husband"
"DHS2011","BR61","v744b","beating justified if wife neglects the children"
"DHS2011","BR61","v744c","beating justified if wife argues with husband"
"DHS2011","BR61","v744d","beating justified if wife refuses to have sex with husband"
"DHS2011","BR61","v744e","beating justified if wife burns the food"
"DHS2011","BR61","v745a","na - owns a house alone or jointly"
"DHS2011","BR61","v745b","na - owns land alone or jointly"
"DHS2011","BR61","v746","na - respondent earns more than husband/partner"
"DHS2011","BR61","bord","birth order number"
"DHS2011","BR61","b0","child is twin"
"DHS2011","BR61","b1","month of birth"
"DHS2011","BR61","b2","year of birth"
"DHS2011","BR61","b3","date of birth (cmc)"
"DHS2011","BR61","b4","sex of child"
"DHS2011","BR61","b5","child is alive"
"DHS2011","BR61","b6","age at death"
"DHS2011","BR61","b7","age at death (months, imputed)"
"DHS2011","BR61","b8","current age of child"
"DHS2011","BR61","b9","child lives with whom"
"DHS2011","BR61","b10","completeness of information"
"DHS2011","BR61","b11","preceding birth interval (months)"
"DHS2011","BR61","b12","succeeding birth interval (months)"
"DHS2011","BR61","b13","flag for age at death"
"DHS2011","BR61","b15","live birth between births"
"DHS2011","BR61","b16","child's line number in household"
"DHS2011","BR61","midx","index to birth history"
"DHS2011","BR61","m1","number of tetanus injections before birth"
"DHS2011","BR61","m1a","number of tetanus injections before pregnancy"
