"DataId","Indicator","SurveyId","IsPreferred","Value","SDRID","Precision","RegionId","SurveyYearLabel","SurveyType","SurveyYear","IndicatorOrder","DHS_CountryCode","CILow","CountryName","IndicatorType","CharacteristicId","CharacteristicCategory","IndicatorId","CharacteristicOrder","CharacteristicLabel","ByVariableLabel","DenominatorUnweighted","DenominatorWeighted","CIHigh","IsTotal","ByVariableId"
"330200","Age specific fertility rate: 25-29","BD2011DHS","1","105","FEFRTRWA25","0","BDDHS2011360001","2011","DHS","2011","11763030","BD","","Bangladesh","I","360001","Region","FE_FRTR_W_A25","1360001","Barisal","","","","","0","0"
"326540","Age specific fertility rate: 25-29","BD2011DHS","1","144","FEFRTRWA25","0","BDDHS2011360002","2011","DHS","2011","11763030","BD","","Bangladesh","I","360002","Region","FE_FRTR_W_A25","1360002","Chittagong/Sylhet","","","","","0","0"
"327773","Age specific fertility rate: 25-29","BD2011DHS","1","139","FEFRTRWA25","0","BDDHS2011360003","2011","DHS","2011","11763030","BD","","Bangladesh","I","360003","Region","FE_FRTR_W_A25","1360003","..Chittagong","","","","","0","0"
"330195","Age specific fertility rate: 25-29","BD2011DHS","1","159","FEFRTRWA25","0","BDDHS2011360004","2011","DHS","2011","11763030","BD","","Bangladesh","I","360004","Region","FE_FRTR_W_A25","1360004","..Sylhet","","","","","0","0"
"334212","Age specific fertility rate: 25-29","BD2011DHS","1","100","FEFRTRWA25","0","BDDHS2011360005","2011","DHS","2011","11763030","BD","","Bangladesh","I","360005","Region","FE_FRTR_W_A25","1360005","Dhaka","","","","","0","0"
"2239112","Age specific fertility rate: 25-29","BD2011DHS","1","89","FEFRTRWA25","0","BDDHS2011360006","2011","DHS","2011","11763030","BD","","Bangladesh","I","360006","Region","FE_FRTR_W_A25","1360006","Khulna","","","","","0","0"
"330957","Age specific fertility rate: 25-29","BD2011DHS","1","91","FEFRTRWA25","0","BDDHS2011360007","2011","DHS","2011","11763030","BD","","Bangladesh","I","360007","Region","FE_FRTR_W_A25","1360007","Rajshahi/Rangpur","","","","","0","0"
"335004","Age specific fertility rate: 25-29","BD2011DHS","1","87","FEFRTRWA25","0","BDDHS2011360008","2011","DHS","2011","11763030","BD","","Bangladesh","I","360008","Region","FE_FRTR_W_A25","1360008","..Rangpur","","","","","0","0"
"333280","Age specific fertility rate: 25-29","BD2011DHS","1","94","FEFRTRWA25","0","BDDHS2011360009","2011","DHS","2011","11763030","BD","","Bangladesh","I","360009","Region","FE_FRTR_W_A25","1360009","..Rajshahi","","","","","0","0"
"330201","Age specific fertility rate: 30-34","BD2011DHS","1","64","FEFRTRWA30","0","BDDHS2011360001","2011","DHS","2011","11763040","BD","","Bangladesh","I","360001","Region","FE_FRTR_W_A30","1360001","Barisal","","","","","0","0"
"326541","Age specific fertility rate: 30-34","BD2011DHS","1","81","FEFRTRWA30","0","BDDHS2011360002","2011","DHS","2011","11763040","BD","","Bangladesh","I","360002","Region","FE_FRTR_W_A30","1360002","Chittagong/Sylhet","","","","","0","0"
"327775","Age specific fertility rate: 30-34","BD2011DHS","1","70","FEFRTRWA30","0","BDDHS2011360003","2011","DHS","2011","11763040","BD","","Bangladesh","I","360003","Region","FE_FRTR_W_A30","1360003","..Chittagong","","","","","0","0"
"330196","Age specific fertility rate: 30-34","BD2011DHS","1","113","FEFRTRWA30","0","BDDHS2011360004","2011","DHS","2011","11763040","BD","","Bangladesh","I","360004","Region","FE_FRTR_W_A30","1360004","..Sylhet","","","","","0","0"
"334213","Age specific fertility rate: 30-34","BD2011DHS","1","53","FEFRTRWA30","0","BDDHS2011360005","2011","DHS","2011","11763040","BD","","Bangladesh","I","360005","Region","FE_FRTR_W_A30","1360005","Dhaka","","","","","0","0"
"2239113","Age specific fertility rate: 30-34","BD2011DHS","1","32","FEFRTRWA30","0","BDDHS2011360006","2011","DHS","2011","11763040","BD","","Bangladesh","I","360006","Region","FE_FRTR_W_A30","1360006","Khulna","","","","","0","0"
"330958","Age specific fertility rate: 30-34","BD2011DHS","1","47","FEFRTRWA30","0","BDDHS2011360007","2011","DHS","2011","11763040","BD","","Bangladesh","I","360007","Region","FE_FRTR_W_A30","1360007","Rajshahi/Rangpur","","","","","0","0"
"335005","Age specific fertility rate: 30-34","BD2011DHS","1","39","FEFRTRWA30","0","BDDHS2011360008","2011","DHS","2011","11763040","BD","","Bangladesh","I","360008","Region","FE_FRTR_W_A30","1360008","..Rangpur","","","","","0","0"
"333281","Age specific fertility rate: 30-34","BD2011DHS","1","53","FEFRTRWA30","0","BDDHS2011360009","2011","DHS","2011","11763040","BD","","Bangladesh","I","360009","Region","FE_FRTR_W_A30","1360009","..Rajshahi","","","","","0","0"
"330202","Age specific fertility rate: 35-39","BD2011DHS","1","18","FEFRTRWA35","0","BDDHS2011360001","2011","DHS","2011","11763050","BD","","Bangladesh","I","360001","Region","FE_FRTR_W_A35","1360001","Barisal","","","","","0","0"
"326542","Age specific fertility rate: 35-39","BD2011DHS","1","40","FEFRTRWA35","0","BDDHS2011360002","2011","DHS","2011","11763050","BD","","Bangladesh","I","360002","Region","FE_FRTR_W_A35","1360002","Chittagong/Sylhet","","","","","0","0"
"327777","Age specific fertility rate: 35-39","BD2011DHS","1","33","FEFRTRWA35","0","BDDHS2011360003","2011","DHS","2011","11763050","BD","","Bangladesh","I","360003","Region","FE_FRTR_W_A35","1360003","..Chittagong","","","","","0","0"
"330197","Age specific fertility rate: 35-39","BD2011DHS","1","61","FEFRTRWA35","0","BDDHS2011360004","2011","DHS","2011","11763050","BD","","Bangladesh","I","360004","Region","FE_FRTR_W_A35","1360004","..Sylhet","","","","","0","0"
"334214","Age specific fertility rate: 35-39","BD2011DHS","1","17","FEFRTRWA35","0","BDDHS2011360005","2011","DHS","2011","11763050","BD","","Bangladesh","I","360005","Region","FE_FRTR_W_A35","1360005","Dhaka","","","","","0","0"
"2239114","Age specific fertility rate: 35-39","BD2011DHS","1","11","FEFRTRWA35","0","BDDHS2011360006","2011","DHS","2011","11763050","BD","","Bangladesh","I","360006","Region","FE_FRTR_W_A35","1360006","Khulna","","","","","0","0"
"330959","Age specific fertility rate: 35-39","BD2011DHS","1","16","FEFRTRWA35","0","BDDHS2011360007","2011","DHS","2011","11763050","BD","","Bangladesh","I","360007","Region","FE_FRTR_W_A35","1360007","Rajshahi/Rangpur","","","","","0","0"
"335010","Age specific fertility rate: 35-39","BD2011DHS","1","18","FEFRTRWA35","0","BDDHS2011360008","2011","DHS","2011","11763050","BD","","Bangladesh","I","360008","Region","FE_FRTR_W_A35","1360008","..Rangpur","","","","","0","0"
"333282","Age specific fertility rate: 35-39","BD2011DHS","1","15","FEFRTRWA35","0","BDDHS2011360009","2011","DHS","2011","11763050","BD","","Bangladesh","I","360009","Region","FE_FRTR_W_A35","1360009","..Rajshahi","","","","","0","0"
"330208","Age specific fertility rate: 40-44","BD2011DHS","1","5","FEFRTRWA40","0","BDDHS2011360001","2011","DHS","2011","11763060","BD","","Bangladesh","I","360001","Region","FE_FRTR_W_A40","1360001","Barisal","","","","","0","0"
"334193","Age specific fertility rate: 40-44","BD2011DHS","1","8","FEFRTRWA40","0","BDDHS2011360002","2011","DHS","2011","11763060","BD","","Bangladesh","I","360002","Region","FE_FRTR_W_A40","1360002","Chittagong/Sylhet","","","","","0","0"
"327780","Age specific fertility rate: 40-44","BD2011DHS","1","9","FEFRTRWA40","0","BDDHS2011360003","2011","DHS","2011","11763060","BD","","Bangladesh","I","360003","Region","FE_FRTR_W_A40","1360003","..Chittagong","","","","","0","0"
"330204","Age specific fertility rate: 40-44","BD2011DHS","1","7","FEFRTRWA40","0","BDDHS2011360004","2011","DHS","2011","11763060","BD","","Bangladesh","I","360004","Region","FE_FRTR_W_A40","1360004","..Sylhet","","","","","0","0"
"334201","Age specific fertility rate: 40-44","BD2011DHS","1","6","FEFRTRWA40","0","BDDHS2011360005","2011","DHS","2011","11763060","BD","","Bangladesh","I","360005","Region","FE_FRTR_W_A40","1360005","Dhaka","","","","","0","0"
"2239115","Age specific fertility rate: 40-44","BD2011DHS","1","4","FEFRTRWA40","0","BDDHS2011360006","2011","DHS","2011","11763060","BD","","Bangladesh","I","360006","Region","FE_FRTR_W_A40","1360006","Khulna","","","","","0","0"
"330972","Age specific fertility rate: 40-44","BD2011DHS","1","4","FEFRTRWA40","0","BDDHS2011360007","2011","DHS","2011","11763060","BD","","Bangladesh","I","360007","Region","FE_FRTR_W_A40","1360007","Rajshahi/Rangpur","","","","","0","0"
"335002","Age specific fertility rate: 40-44","BD2011DHS","1","5","FEFRTRWA40","0","BDDHS2011360008","2011","DHS","2011","11763060","BD","","Bangladesh","I","360008","Region","FE_FRTR_W_A40","1360008","..Rangpur","","","","","0","0"
"333277","Age specific fertility rate: 40-44","BD2011DHS","1","3","FEFRTRWA40","0","BDDHS2011360009","2011","DHS","2011","11763060","BD","","Bangladesh","I","360009","Region","FE_FRTR_W_A40","1360009","..Rajshahi","","","","","0","0"
"330215","Age specific fertility rate: 45-49","BD2011DHS","1","0","FEFRTRWA45","0","BDDHS2011360001","2011","DHS","2011","11763070","BD","","Bangladesh","I","360001","Region","FE_FRTR_W_A45","1360001","Barisal","","","","","0","0"
"334202","Age specific fertility rate: 45-49","BD2011DHS","1","6","FEFRTRWA45","0","BDDHS2011360002","2011","DHS","2011","11763070","BD","","Bangladesh","I","360002","Region","FE_FRTR_W_A45","1360002","Chittagong/Sylhet","","","","","0","0"
"327788","Age specific fertility rate: 45-49","BD2011DHS","1","8","FEFRTRWA45","0","BDDHS2011360003","2011","DHS","2011","11763070","BD","","Bangladesh","I","360003","Region","FE_FRTR_W_A45","1360003","..Chittagong","","","","","0","0"
"330192","Age specific fertility rate: 45-49","BD2011DHS","1","0","FEFRTRWA45","0","BDDHS2011360004","2011","DHS","2011","11763070","BD","","Bangladesh","I","360004","Region","FE_FRTR_W_A45","1360004","..Sylhet","","","","","0","0"
"335012","Age specific fertility rate: 45-49","BD2011DHS","1","5","FEFRTRWA45","0","BDDHS2011360005","2011","DHS","2011","11763070","BD","","Bangladesh","I","360005","Region","FE_FRTR_W_A45","1360005","Dhaka","","","","","0","0"
"2239120","Age specific fertility rate: 45-49","BD2011DHS","1","0","FEFRTRWA45","0","BDDHS2011360006","2011","DHS","2011","11763070","BD","","Bangladesh","I","360006","Region","FE_FRTR_W_A45","1360006","Khulna","","","","","0","0"
"330960","Age specific fertility rate: 45-49","BD2011DHS","1","0","FEFRTRWA45","0","BDDHS2011360007","2011","DHS","2011","11763070","BD","","Bangladesh","I","360007","Region","FE_FRTR_W_A45","1360007","Rajshahi/Rangpur","","","","","0","0"
"335014","Age specific fertility rate: 45-49","BD2011DHS","1","0","FEFRTRWA45","0","BDDHS2011360008","2011","DHS","2011","11763070","BD","","Bangladesh","I","360008","Region","FE_FRTR_W_A45","1360008","..Rangpur","","","","","0","0"
"333293","Age specific fertility rate: 45-49","BD2011DHS","1","0","FEFRTRWA45","0","BDDHS2011360009","2011","DHS","2011","11763070","BD","","Bangladesh","I","360009","Region","FE_FRTR_W_A45","1360009","..Rajshahi","","","","","0","0"
"330209","Total fertility rate 15-49","BD2011DHS","1","2.3","FEFRTRWTFR","1","BDDHS2011360001","2011","DHS","2011","11763080","BD","","Bangladesh","I","360001","Region","FE_FRTR_W_TFR","1360001","Barisal","","","","","0","0"
"334194","Total fertility rate 15-49","BD2011DHS","1","2.9","FEFRTRWTFR","1","BDDHS2011360002","2011","DHS","2011","11763080","BD","","Bangladesh","I","360002","Region","FE_FRTR_W_TFR","1360002","Chittagong/Sylhet","","","","","0","0"
"327787","Total fertility rate 15-49","BD2011DHS","1","2.8","FEFRTRWTFR","1","BDDHS2011360003","2011","DHS","2011","11763080","BD","","Bangladesh","I","360003","Region","FE_FRTR_W_TFR","1360003","..Chittagong","","","","","0","0"
"330205","Total fertility rate 15-49","BD2011DHS","1","3.1","FEFRTRWTFR","1","BDDHS2011360004","2011","DHS","2011","11763080","BD","","Bangladesh","I","360004","Region","FE_FRTR_W_TFR","1360004","..Sylhet","","","","","0","0"
"334999","Total fertility rate 15-49","BD2011DHS","1","2.2","FEFRTRWTFR","1","BDDHS2011360005","2011","DHS","2011","11763080","BD","","Bangladesh","I","360005","Region","FE_FRTR_W_TFR","1360005","Dhaka","","","","","0","0"
"2239117","Total fertility rate 15-49","BD2011DHS","1","1.9","FEFRTRWTFR","1","BDDHS2011360006","2011","DHS","2011","11763080","BD","","Bangladesh","I","360006","Region","FE_FRTR_W_TFR","1360006","Khulna","","","","","0","0"
"330979","Total fertility rate 15-49","BD2011DHS","1","2.1","FEFRTRWTFR","1","BDDHS2011360007","2011","DHS","2011","11763080","BD","","Bangladesh","I","360007","Region","FE_FRTR_W_TFR","1360007","Rajshahi/Rangpur","","","","","0","0"
"335006","Total fertility rate 15-49","BD2011DHS","1","2.1","FEFRTRWTFR","1","BDDHS2011360008","2011","DHS","2011","11763080","BD","","Bangladesh","I","360008","Region","FE_FRTR_W_TFR","1360008","..Rangpur","","","","","0","0"
"333295","Total fertility rate 15-49","BD2011DHS","1","2.1","FEFRTRWTFR","1","BDDHS2011360009","2011","DHS","2011","11763080","BD","","Bangladesh","I","360009","Region","FE_FRTR_W_TFR","1360009","..Rajshahi","","","","","0","0"
"330216","Total fertility rate 15-44","BD2011DHS","1","2.3","FEFRTRWTF4","1","BDDHS2011360001","2011","DHS","2011","11763090","BD","","Bangladesh","I","360001","Region","FE_FRTR_W_TF4","1360001","Barisal","","","","","0","0"
"334203","Total fertility rate 15-44","BD2011DHS","1","2.9","FEFRTRWTF4","1","BDDHS2011360002","2011","DHS","2011","11763090","BD","","Bangladesh","I","360002","Region","FE_FRTR_W_TF4","1360002","Chittagong/Sylhet","","","","","0","0"
"327789","Total fertility rate 15-44","BD2011DHS","1","2.8","FEFRTRWTF4","1","BDDHS2011360003","2011","DHS","2011","11763090","BD","","Bangladesh","I","360003","Region","FE_FRTR_W_TF4","1360003","..Chittagong","","","","","0","0"
"330214","Total fertility rate 15-44","BD2011DHS","1","3.1","FEFRTRWTF4","1","BDDHS2011360004","2011","DHS","2011","11763090","BD","","Bangladesh","I","360004","Region","FE_FRTR_W_TF4","1360004","..Sylhet","","","","","0","0"
"335021","Total fertility rate 15-44","BD2011DHS","1","2.2","FEFRTRWTF4","1","BDDHS2011360005","2011","DHS","2011","11763090","BD","","Bangladesh","I","360005","Region","FE_FRTR_W_TF4","1360005","Dhaka","","","","","0","0"
"2239121","Total fertility rate 15-44","BD2011DHS","1","1.9","FEFRTRWTF4","1","BDDHS2011360006","2011","DHS","2011","11763090","BD","","Bangladesh","I","360006","Region","FE_FRTR_W_TF4","1360006","Khulna","","","","","0","0"
"330961","Total fertility rate 15-44","BD2011DHS","1","2.1","FEFRTRWTF4","1","BDDHS2011360007","2011","DHS","2011","11763090","BD","","Bangladesh","I","360007","Region","FE_FRTR_W_TF4","1360007","Rajshahi/Rangpur","","","","","0","0"
"335015","Total fertility rate 15-44","BD2011DHS","1","2.1","FEFRTRWTF4","1","BDDHS2011360008","2011","DHS","2011","11763090","BD","","Bangladesh","I","360008","Region","FE_FRTR_W_TF4","1360008","..Rangpur","","","","","0","0"
"333294","Total fertility rate 15-44","BD2011DHS","1","2.1","FEFRTRWTF4","1","BDDHS2011360009","2011","DHS","2011","11763090","BD","","Bangladesh","I","360009","Region","FE_FRTR_W_TF4","1360009","..Rajshahi","","","","","0","0"
"330212","General fertility rate","BD2011DHS","1","91","FEFRTRWGFR","0","BDDHS2011360001","2011","DHS","2011","11763100","BD","","Bangladesh","I","360001","Region","FE_FRTR_W_GFR","1360001","Barisal","","","","","0","0"
"326545","General fertility rate","BD2011DHS","1","114","FEFRTRWGFR","0","BDDHS2011360002","2011","DHS","2011","11763100","BD","","Bangladesh","I","360002","Region","FE_FRTR_W_GFR","1360002","Chittagong/Sylhet","","","","","0","0"
"327793","General fertility rate","BD2011DHS","1","113","FEFRTRWGFR","0","BDDHS2011360003","2011","DHS","2011","11763100","BD","","Bangladesh","I","360003","Region","FE_FRTR_W_GFR","1360003","..Chittagong","","","","","0","0"
"330210","General fertility rate","BD2011DHS","1","115","FEFRTRWGFR","0","BDDHS2011360004","2011","DHS","2011","11763100","BD","","Bangladesh","I","360004","Region","FE_FRTR_W_GFR","1360004","..Sylhet","","","","","0","0"
"335009","General fertility rate","BD2011DHS","1","88","FEFRTRWGFR","0","BDDHS2011360005","2011","DHS","2011","11763100","BD","","Bangladesh","I","360005","Region","FE_FRTR_W_GFR","1360005","Dhaka","","","","","0","0"
"2239118","General fertility rate","BD2011DHS","1","74","FEFRTRWGFR","0","BDDHS2011360006","2011","DHS","2011","11763100","BD","","Bangladesh","I","360006","Region","FE_FRTR_W_GFR","1360006","Khulna","","","","","0","0"
"330982","General fertility rate","BD2011DHS","1","84","FEFRTRWGFR","0","BDDHS2011360007","2011","DHS","2011","11763100","BD","","Bangladesh","I","360007","Region","FE_FRTR_W_GFR","1360007","Rajshahi/Rangpur","","","","","0","0"
"335007","General fertility rate","BD2011DHS","1","86","FEFRTRWGFR","0","BDDHS2011360008","2011","DHS","2011","11763100","BD","","Bangladesh","I","360008","Region","FE_FRTR_W_GFR","1360008","..Rangpur","","","","","0","0"
"333285","General fertility rate","BD2011DHS","1","83","FEFRTRWGFR","0","BDDHS2011360009","2011","DHS","2011","11763100","BD","","Bangladesh","I","360009","Region","FE_FRTR_W_GFR","1360009","..Rajshahi","","","","","0","0"
"330213","Crude birth rate","BD2011DHS","1","21.9","FEFRTRWCBR","1","BDDHS2011360001","2011","DHS","2011","11763110","BD","","Bangladesh","I","360001","Region","FE_FRTR_W_CBR","1360001","Barisal","","","","","0","0"
"326546","Crude birth rate","BD2011DHS","1","27.5","FEFRTRWCBR","1","BDDHS2011360002","2011","DHS","2011","11763110","BD","","Bangladesh","I","360002","Region","FE_FRTR_W_CBR","1360002","Chittagong/Sylhet","","","","","0","0"
"327794","Crude birth rate","BD2011DHS","1","27.8","FEFRTRWCBR","1","BDDHS2011360003","2011","DHS","2011","11763110","BD","","Bangladesh","I","360003","Region","FE_FRTR_W_CBR","1360003","..Chittagong","","","","","0","0"
"330211","Crude birth rate","BD2011DHS","1","26.8","FEFRTRWCBR","1","BDDHS2011360004","2011","DHS","2011","11763110","BD","","Bangladesh","I","360004","Region","FE_FRTR_W_CBR","1360004","..Sylhet","","","","","0","0"
"335011","Crude birth rate","BD2011DHS","1","22","FEFRTRWCBR","1","BDDHS2011360005","2011","DHS","2011","11763110","BD","","Bangladesh","I","360005","Region","FE_FRTR_W_CBR","1360005","Dhaka","","","","","0","0"
"2239119","Crude birth rate","BD2011DHS","1","18.8","FEFRTRWCBR","1","BDDHS2011360006","2011","DHS","2011","11763110","BD","","Bangladesh","I","360006","Region","FE_FRTR_W_CBR","1360006","Khulna","","","","","0","0"
"330983","Crude birth rate","BD2011DHS","1","20.3","FEFRTRWCBR","1","BDDHS2011360007","2011","DHS","2011","11763110","BD","","Bangladesh","I","360007","Region","FE_FRTR_W_CBR","1360007","Rajshahi/Rangpur","","","","","0","0"
"335008","Crude birth rate","BD2011DHS","1","20.3","FEFRTRWCBR","1","BDDHS2011360008","2011","DHS","2011","11763110","BD","","Bangladesh","I","360008","Region","FE_FRTR_W_CBR","1360008","..Rangpur","","","","","0","0"
"333291","Crude birth rate","BD2011DHS","1","20.4","FEFRTRWCBR","1","BDDHS2011360009","2011","DHS","2011","11763110","BD","","Bangladesh","I","360009","Region","FE_FRTR_W_CBR","1360009","..Rajshahi","","","","","0","0"
"330997","Percentage of women currently pregnant","BD2011DHS","1","5.3","FEFRTYWPRG","1","BDDHS2011360001","2011","DHS","2011","11803020","BD","","Bangladesh","I","360001","Region","FE_FRTY_W_PRG","1360001","Barisal","","2393","1175","","0","0"
"1728216","Percentage of women currently pregnant","BD2011DHS","1","5.9","FEFRTYWPRG","1","BDDHS2011360002","2011","DHS","2011","11803020","BD","","Bangladesh","I","360002","Region","FE_FRTY_W_PRG","1360002","Chittagong/Sylhet","","6234","5219","","0","0"
"328590","Percentage of women currently pregnant","BD2011DHS","1","5.4","FEFRTYWPRG","1","BDDHS2011360003","2011","DHS","2011","11803020","BD","","Bangladesh","I","360003","Region","FE_FRTY_W_PRG","1360003","..Chittagong","","3503","3946","","0","0"
"330955","Percentage of women currently pregnant","BD2011DHS","1","7.3","FEFRTYWPRG","1","BDDHS2011360004","2011","DHS","2011","11803020","BD","","Bangladesh","I","360004","Region","FE_FRTY_W_PRG","1360004","..Sylhet","","2731","1274","","0","0"
"3596053","Percentage of women currently pregnant","BD2011DHS","1","5.3","FEFRTYWPRG","1","BDDHS2011360005","2011","DHS","2011","11803020","BD","","Bangladesh","I","360005","Region","FE_FRTY_W_PRG","1360005","Dhaka","","3570","6702","","0","0"
