"","Measles_Children12M","Fully_Children23M","BCG_Children23M","OPV2_Children23M","TT1_Mother0-11MChildren","PENTA1_Children12M","OPV3_Children12M","OPV3_Children23M","VitACoverage_Children12-59M","OPV1_Children23M","TT5_Mother0-11MChildren","PENTA2_Children12M","PENTA2_Children23M","OPV1_Children12M","BCG_Children12M","OPV2_Children12M","Fully_Children12M","PENTA1_Children23M","Measles_Children23M","TT2_Mother0-11MChildren","TT3_Mother0-11MChildren","PENTA3_Children23M","PENTA3_Children12M","TT4_Mother0-11MChildren","sex_ratio","rate_infant_mortality","prop_muslim","rate_in_women","prop_source_light_eletricity","rate_separation","rate_in_45to64y","prop_women_15.45y_overwomen","prop_house_wooden","prop_house_bamboo","prop_house_mud","rate_out_65yplus","prop_married_..15y","mean_mothers_age","prop_married_women_15.45y","rate_out_0to14y","rate_out_women","prop_pop_women","prop_secondary_or_higher","rate_live_births","rate_fertility","rate_out_men","prop_registered_births","prop_pop_rural","prop_house_semipucca","prop_household_head_women","rate_in_65yplus","rate_out_15to44y","rate_literacy_7yplus","rate_marriage","prop_drinking_tubewell_water","prop_deaths_rural","prop_pop_rural_women","rate_under5y_mortality","mean_age_marriage","prop_hindu","rate_in_15to44y","rate_in_men","rate_in","prop_attendant_delivery","rate_divorce","prop_women_15.45y_overtotal","dependency_ratio","rate_in_0to14y","prop_house_building","prop_primary","prop_live_births","rate_child_death","mean_age","prop_divorce_marriage","ratio_child_women","rate_maternal_mortality","rate_out","prop_sanitary_open","mean_household_head_age","rate_out_45to64y","prop_sanitary_with_water","rate_death","03Immunization: PCV vial wastage rate","04Newborn: Percentage of newborns delivered by SBA at community that received CHX (7.1%) to the cord after birth","03Immunization: OPV 3 Crude Coverage %","03Immunization: Penta 1 to MR 1 drop out Rate","03Immunization: Pentavalent vial wastage rate","03Immunization: Penta 2 Crude Coverage %","01MaternalHealth: Institutional Normal Delivery Rate (Only EmOC Facilities)","03Immunization: PCV 2 Crude Coverage %","01MaternalHealth: Percentage of postpartum hemorrhage among admitted patient in EmONC","03Immunization: MR 1 Crude Coverage %","03Immunization: fIPV1 Crude Coverage %","03Immunization: IPV vial wastage rate","03Immunization: fIPV2 Crude Coverage %","02ChildHealth: % of neonatal death reported individually","07Vaccine&LogisticsstockofUpazilaMunCC: Differences between Pentavalent doses and vial uses","04Newborn: % of female baby admitted in SCANU reported individually","01MaternalHealth: Percentage of cases with puerperal sepsis among admitted patient in EmONC","04Newborn: Percentage of newborns initiated breastfeeding within one hour after birth","04Newborn: % of male baby admitted in SCANU reported individually","02ChildHealth: IMCI Stunting (%)","03Immunization: MR vial wastage rate","02ChildHealth: % of breast feeding initiated within 1 hour by CSBA","03Immunization: BCG left out Rate","03Immunization: BCG to Penta 3 drop out Rate","03Immunization: Pentavalent vial use and doses ratio","01MaternalHealth: Institutional C-section rate","05Logistics: Percentage of functional x-ray","03Immunization: Penta 3 Crude Coverage %","03Immunization: Penta 1 to Penta 3 drop out Rate","03Immunization: BCG Crude Coverage %","02ChildHealth: Percentage of diarrhea reported at facility","01MaternalHealth: % of maternal death reported individually with causes of death","02ChildHealth: Percentage of pneumonia reported at facility","03Immunization: OPV vial wastage rate","01MaternalHealth: Proportion of cases with postpartum hemorrhage among admitted patient in EmONC","03Immunization: PCV 3 Crude Coverage %","03Immunization: BCG vial wastage rate","03Immunization: OPV 1 Crude Coverage %","02ChildHealth: IMCI Wasting (%)","03Immunization: OPV 0 Crude Coverage %","02ChildHealth: Neonatal Case fatality rate (EmOC)","03Immunization: EPI Session drop out rate","03Immunization: Penta 1 to MR 2 drop out Rate","04Newborn: Percentage of newborn who received postnatal care within two days of birth at facility","01MaternalHealth: Maternal Case fatality rate (EmOC)","01MaternalHealth: Proportion of cases with puerperal sepsis among admitted patient in EmONC","05Logistics: Percentage of functional ambulance","04Newborn: Percentage of newborns delivered by SBA at facility that received CHX (7.1%) to the cord after birth","03Immunization: PCV 1 Crude Coverage %","03Immunization: MR 2 Crude Coverage %","03Immunization: Penta 1 Crude Coverage %","02ChildHealth: IMCI Underweight (%)","03Immunization: TT vial wastage rate","03Immunization: BCG to MR 1 Drop out Rate","03Immunization: OPV 2 Crude Coverage %","distr_GOdistr_GOPill_total","Imp12DistrNGOMonthThana_Percent_PerFemale","imp11subdistr_ngothanaprocessNGO_Percent_Condom","imp11subdistr_thanaprocessPercent_Implant","distr_GOdistr_GOImp_normal","imp11subdistr_thanaprocessCAR","imp12distr_monthprocessImp12DistrMonthThana_Percent_IUD","distr_GOdistr_GOfemalenormal","distr_GOdistr_GOfemale_total","Imp12DistrNGOMonthThana_Percent_IUD","distr_GOdistr_GOImp_total","Imp12DistrNGOMonthThana_Percent_Implant","distr_GOdistr_GOIUD_total","imp11subdistr_ngothanaprocessNGO_Percent_Injectable","imp11subdistr_thanaprocessPercent_Pill","imp12distr_monthprocessImp12DistrMonthThana_CAR","distr_GOdistr_GOPermanent_method","imp11subdistr_thanaprocessPercent_IUD","imp11subdistr_thanaprocessPercent_PerFemale","Imp12DistrNGOMonthThana_Percent_Injectable","imp11subdistr_thanaprocessPercent_Injectable","imp11subdistr_ngothanaprocessNGO_Percent_PerFemale","Imp12DistrNGOMonthThana_CAR","imp12distr_monthprocessImp12DistrMonthThana_Percent_Pill","imp12distr_monthprocessImp12DistrMonthThana_Percent_Implant","imp11subdistr_ngothanaprocessNGO_Percent_PerMale","distr_GOdistr_GOper_male","imp11subdistr_ngothanaprocessNGO_Percent_Implant","distr_GOdistr_GOInj_vial","Imp12DistrNGOMonthThana_Percent_Condom","distr_GOdistr_GOIUD_normal","Imp12DistrNGOMonthThana_Percent_PerMale","Imp12DistrNGOMonthThana_Percent_Pill","imp12distr_monthprocessImp12DistrMonthThana_Percent_Injectable","distr_GOdistr_GOCondom","imp11subdistr_ngothanaprocessNGO_Percent_Pill","imp12distr_monthprocessImp12DistrMonthThana_Percent_PerMale","imp11subdistr_thanaprocessPercent_Condom","imp12distr_monthprocessImp12DistrMonthThana_Percent_PerFemale","imp11subdistr_ngothanaprocessNGO_Percent_IUD","imp12distr_monthprocessImp12DistrMonthThana_Percent_Condom","distr_GOdistr_GOShukhi","imp11subdistr_thanaprocessPercent_PerMale","imp11subdistr_ngothanaprocessNGO_CAR","sex_ratio_1","prop_unmet_need_family_planing","prop_female_head","prop_women_15.45y_overwomen_1","prop_married_..15y_1","prop_antenatal_coverage","prop_married_women_15.45y_1","prop_pop_women_1","prop_pop_rural_1","prop_registered_under5","prop_institutional_delivery","prop_pop_rural_women_1","prop_antenatal_care4.","prop_attendant_delivery_1","dependency_ratio_1","prop_caesarean","prop_current_contraceptive"
"Chuadanga",5.52,6.79,-0.1,0.1,1.01,0,-2.96,-3.36,-6.72,0,23.48,0.72,0.72,0,-0.1,0.1,6.67,0,5.45,1.64,10.74,2.45,2.91,15.71,-6.56,-27.84,-1.87,-16.28,30.34,233.33,40.68,-0.87,-5.54,40.83,-51.01,-100,0.2,4.17,-0.97,-15.28,-7.98,3.52,19.72,-10.11,-10.54,-16.93,Inf,-8.69,20.53,13.9,29.63,-4.36,43.98,27.04,4.57,23.84,-6.27,-35.85,0,63.58,-22.59,-20.89,-18,66.5,-70,2.63,-8.41,-21.06,27.85,-1.86,-2.04,-100,6.03,-76.44,-14.78,Inf,-11.65,12.5,0.24,-44.01,45.47,-2.74,-821.79,-29.73,3.06,-75,-2850,3.05,-25.49,3.15,-48.54,3.34,-53.41,0,-53.38,2043.12,10035.71,0,-77.78,-0.95,0,0,-6.43,-26.39,-350,146.58,4837.5,26.33,19.44,3.16,-331.82,4.25,-9.29,NA,-5.69,-60.16,-48.54,1.43,-1.61,3.99,-11.11,31.03,-96.84,-33.93,263.64,3.07,-92.27,-77.78,19.59,-29.46,3.89,-2.8,3.99,48.39,12.25,-3066.67,3.26,-66.95,29.63,-2.15,136.87,-56.08,3.36,-14.84,-96.28,-76.96,21.93,-54.48,147.77,-74.29,18.18,-7.08,3.39,-80.56,-14.84,-11.73,18.18,5.45,29.63,3.64,-7.08,138.2,-19.18,-97.14,147.77,-62.67,-2.15,-75.08,-19.18,-19.6,5.41,-42.79,-19.6,-2.82,34.13,-11.67,21.93,34.13,-67.22,-2.82,3.64,-0.15,269.42,110.64,4.81,-3.59,149.18,-0.92,-19.31,6.56,-48.01,97.77,0,205.82,72.66,-1.04,123.21,-6.23
"Comilla",-3.39,4.76,0,-3.62,0.3,-3.1,-11.13,-11.13,0.98,-3.1,42.47,-3.62,-3.62,-3.1,0,-3.62,0.78,-3.1,1.64,0.92,5.68,0.83,0.83,20.83,-8.8,-69.99,1.31,102.75,16.87,-28.57,218.75,0.34,-8.61,-94.03,-50.63,172.09,5.82,0,6.49,266.78,221.71,4.65,14.06,25.05,18.76,236.08,-43.66,-4.61,21.6,44.2,592.31,199.54,41.67,58.72,-11,13.61,-0.13,-53.16,-8.7,-20.88,85.7,125.3,111.55,293.55,-18.64,5,1.1,148.5,27.66,0.88,0.28,4.96,2.6,-48.35,-1.45,NA,228.92,16.67,-2.47,430.4,49.33,24.41,-1390,-26.87,0,25,-20100,0.2,2.66,0.2,21.91,-0.4,-51.62,343.96,-51.72,96.84,4770.68,0,-8.33,32.08,NA,-7.69,-1.39,-4.45,70.97,-27.78,2311.76,-3.71,2.76,0.31,0,-0.2,6.55,NA,30.78,-63.08,21.91,-0.71,-2.04,0.2,-19.78,-31.88,-47.72,-Inf,41.67,37.86,-27.25,-8.33,0.36,11.11,0.2,-0.92,0.3,30.43,52.75,22.22,0.2,5.58,14.79,-8.79,44.21,22.79,2.72,7.86,-66.63,-27.24,65.77,46.04,140.71,29.22,-4.52,-3.4,2.8,-33.41,7.86,7.05,-4.52,-4.15,14.79,11.19,-3.44,44.83,104.46,-59.78,140.71,3.4,-8.79,16.77,104.46,-7.62,-4.19,0.18,-7.62,49.65,-0.87,7.16,65.77,-0.87,3.74,48.61,11.19,-5.95,-21.09,6.78,-0.57,1.72,51.6,2.9,-8.28,-30.88,-59.61,82.97,-29.7,79.35,61.32,1.72,92.4,-1.03
"Cox's Bazar",4.29,11.34,0.5,0.82,-1.21,-0.3,-1.39,-1.39,-0.64,-0.3,13.39,1.55,1.55,-0.3,0.5,0.82,7.2,-0.3,9.11,-1.22,0.87,4.77,4.77,2.98,-8.09,-9.13,5.19,122.96,47.85,-52.42,212.98,2.06,17.47,44.32,-25.37,471.43,3.87,-3.85,3.33,207.08,200.11,4.41,9.63,11.08,8.24,219.22,-68.65,-7.96,-21.6,54.08,260.61,213.9,77.71,78.12,1.18,4.45,-4.24,-2.63,-4.35,-12.53,104.42,98.04,111.72,294.95,434.62,6.6,-4.01,100.13,6.05,11.12,-3.68,25.66,1.6,197.36,-3,81.77,208.41,-25.25,-0.83,156.94,72.73,31.69,4792.86,-4.66,1.36,-49,-437.5,0.83,-10.64,1.34,-7.32,1.55,-50,0,-50,173.52,-726.18,0,125.3,11.21,0,28.95,-6.6,-13.11,146.91,-110.79,-437.5,27.21,-19.98,3.04,-91.43,-1.21,15.26,-20.51,-25.56,-36.6,-7.32,0.73,-1.74,-0.2,-16,-6.62,-62.01,-362.07,310.34,12.68,7.31,125.3,-3.09,12.41,1.13,-8.24,1.13,26.67,-13.7,-102.59,0,10.82,47.6,10.98,90.36,98.75,1.88,1.19,-47.73,-40.52,-10.35,104.37,68.44,5.37,-0.56,-5.63,1.88,-56.16,1.19,-1.05,-0.56,-1.59,47.6,5.73,-5.63,90.36,44.13,-67.16,68.44,-3.38,10.98,-3.82,44.13,-9.82,-1.59,4.16,-9.82,20,6.74,-1.05,-10.35,6.74,8.68,20,5.73,10.2,-15.06,15.77,14.24,-7.51,45.97,-13.21,3.42,365.85,-63.46,-18.62,317.97,-24.8,2.9,-12.36,-16.51,10.42
"Dhaka",4.97,-5.68,0.2,-3.17,-0.51,-1.84,-13.5,-13.29,-7,-1.84,58.69,-3.17,-3.17,-1.84,0.2,-3.17,-3.33,-1.84,2.14,-1.57,9.91,-11.87,-12.07,15.24,3.1,-19.95,-1.96,48.45,4.8,-88.24,104.38,5.24,-54.38,-98.77,-71.67,6.09,2.76,0,1.55,-33.72,-21.4,-1.51,30.03,-32.56,-34.13,-21.58,-52.93,-9.54,22.31,-26.67,156.67,-17.96,35.82,-57.31,-43.38,-15.79,-12.13,-23.57,0,42.93,48.66,54.96,51.65,40.43,-70.59,3.67,-8.28,41.31,40.29,-3.47,-1.19,-57.89,1.02,-30.87,-3.65,-100,-21.49,-19.44,-4.45,-4.53,30.13,-23.31,-1293.88,-29.44,0.2,-265.31,-2047.06,0.9,1.55,1.22,-35.71,-0.39,-43.17,47.22,-43.13,-66.66,-3613.7,0,-35.48,-39.84,0,54.55,-37.7,-24.43,25.93,-5.77,-2669.23,-0.98,59.7,1.7,-84.44,1.33,6.97,NA,-1.59,-279.51,-35.71,0.91,-10.09,0.5,50,-6.33,49.66,330.77,500,-45.54,-31.82,-35.48,7.77,-43.65,1.61,-14.66,1.4,33.33,-87.96,50,-0.2,-4.98,84.27,-37.71,61.05,49.3,2.29,-3.56,-87.87,9.71,74.16,73.92,236.41,-3.95,-2.59,-6.61,2.29,-39.42,-3.56,-6.77,-2.59,-3.11,84.27,-1.87,-6.61,61.05,354.17,-55.49,236.41,-19.51,-37.71,-8.36,354.17,-10.86,-3.11,33.91,-10.86,66.31,15.25,-6.77,74.16,15.25,-7.02,66.31,-1.87,7.95,-22.7,6.98,2.08,2,12.76,3.83,0.18,-7.31,-39.13,23.09,-9.91,7.35,19.3,-7.11,47.62,6.26
"Dinajpur",2.45,2.18,0.5,-0.71,-0.2,-1.61,-6.83,-6.83,8.75,-1.61,13.75,-0.2,-0.71,-1.61,0.5,-0.2,-0.58,-1.61,5.32,-1.11,-1.6,-3.59,-3.59,4.28,-0.14,37.93,-3.15,4.29,62.7,-70.73,-4.21,-0.04,192.11,-52.37,-51.92,188,0.95,4.35,-0.95,14.57,20.62,0.06,46.14,-18.19,-18.26,22.25,-67.75,-16.1,44.73,-2.88,77.05,20.51,60.67,16.3,-3.98,-14.74,-16.12,-31.02,0,51.82,-1.41,-0.82,2.08,107.04,-65.43,0.04,-5.85,8.17,196.32,5.99,0.06,-100,4.88,-70.22,-10.14,-3.43,21.29,49.88,1.67,46.24,3.37,-31.41,-709.33,-22.15,-1.01,-11.27,-3183.33,-0.51,-7.91,-1.02,-9.57,-0.1,-51.52,10.61,-51.52,-24.33,4057.35,0,-50,2.93,0,-8.82,9.34,-15.14,-8,-31.37,1952.63,11.93,-3.75,1.44,-79.55,-0.2,3.66,369.04,14.22,-55.95,-9.57,-0.41,-0.12,-0.6,4.55,11.64,22.89,-100,583.33,-2.81,-81.74,-50,-6.83,-0.17,-0.61,-18.26,-0.2,-7.69,75,-2.7,-1.01,-25.89,-3.4,-1.04,135.81,30.77,1.13,7.47,-68.88,-52.26,6.86,41.61,66.42,-9.99,26.99,-6.73,1.1,-69.84,7.47,-5.18,26.99,3.87,-3.4,1.16,-6.68,136.28,-7.25,-81.84,66.42,-25.75,-1.04,-11.08,-7.25,-10.59,4.01,-8.94,-10.59,2.35,9.96,-5.47,6.86,10.37,-26.45,2.8,1.16,-2.73,-66.9,7.05,1.87,4.72,58.02,1.49,51.23,-10.81,-49.92,25.92,-12.89,0.61,25.43,-2.64,18.95,1.69
"Faridpur",10.98,13.8,0.1,-1.43,0.51,-4.05,0.66,-0.86,-2.4,-2.86,9.19,-2.36,-1.43,-3.17,0.1,-2.36,12.85,-3.74,12.63,-1.04,-0.68,3.83,3.86,8.55,-2.07,-100,-2.54,46.83,42.17,68.29,66.05,-0.45,-12.77,46.81,-71.79,48.78,3.92,0,6.3,36.39,61,1.08,32.26,-23.48,-25.36,89.89,-86.97,23.49,51.38,-4.31,117.19,93.29,63.06,7.17,-2.05,22.37,25.33,-75.54,-4.55,53.54,44.42,41.61,44.69,127.64,200,0.62,-5.42,33.48,59.18,6.42,1.93,2.89,5.05,179.53,-9.93,NA,73.16,137.5,0.11,50,-0.87,-42.73,-1295.35,-42.97,1.14,-83.84,-1062.96,0.92,-19.88,0.41,51.25,1.65,-51.35,142.86,-51.33,83.01,22335.82,0,89.47,22.38,0,-41.94,18.66,-31.42,-45,-1.75,10900,23.01,-1.17,0.82,-180,0.81,9.14,16.54,1.89,-40.5,51.25,-0.92,0.12,1.14,-40.63,-51.11,-55.74,NA,682.05,10.94,-31.44,89.47,-13.4,27.74,0.82,-27.07,1.13,-34.33,81.02,-76.67,0.72,-57.52,36.72,11.7,213.74,21.43,1.13,-14.06,-74.98,-61.44,-18.99,28.85,231.87,-60.52,-9.97,-6.15,1.13,-60.08,-14.06,0.85,-9.97,-6.66,36.72,-4.91,-6.15,213.74,66.67,-18.6,231.87,-47.37,11.7,-61.29,66.67,-12.57,-6.66,-45.9,-12.57,37.06,10.99,0.85,-18.99,10.99,-58.18,37.06,-4.91,1.04,48.07,170.21,11.29,-4.54,39.22,-5.19,-0.21,Inf,8.91,47.59,Inf,-31.11,152.8,-17.11,112.36,18.58
"Feni",-0.23,-5.33,0.5,0.2,-1.41,-0.1,-5.74,-6.22,1.17,0.4,1.1,0,0.2,0.4,0.5,0,-5.24,-0.1,-0.11,-1.84,-0.46,-4.13,-3.63,-2.53,0.31,-100,-8.97,138.39,20.26,1085.71,104.21,2.66,-0.4,-89.04,-6.6,286.05,9.23,-4,13.55,393.87,173.87,-0.16,4.25,-1.19,-1.12,232.14,-87.97,-7.06,-34.76,-12.52,192.19,138.87,30.18,-43.56,3.41,-5.8,-7.27,-100,0,119.71,111.57,165.3,151,326.36,5.47,2.49,0.05,255.78,56.39,4.25,-2.54,-100,-0.25,86.38,8.99,NA,201.79,-90.77,-3.63,320.5,-23.61,-14.2,-853.03,-31.78,5.1,-633.33,-6516.67,5.16,-6.23,2.4,-48.37,8,-49.07,55.7,-49.04,NA,9799.42,0,-59.49,-25.12,0,33.33,1.52,54.4,-273.68,4.76,5100,11.75,0.61,5.21,-15,5.3,-7.12,NA,-3.31,-128.67,-48.37,1.16,-1.19,5.69,500,6.67,NA,Inf,1033.33,-25.24,-100,-59.49,-3.78,-25.71,1.41,-14.86,4.9,5,-5.18,-433.33,5.16,16.91,2.87,10.14,95.58,201.73,-3.2,1.02,-74.35,-41.03,28.5,217.11,98.89,58.51,-12.15,-3.39,-3.2,-42.03,1.02,-0.7,-12.15,-5.46,2.87,6.62,-3.39,95.58,157.14,-66.67,98.89,14.29,10.14,45.07,157.14,-4.14,-5.46,74.42,-4.14,78,7.89,-0.7,28.5,7.89,14.21,78,6.62,-0.95,-2,-20.76,-0.22,-3.45,9.1,-0.33,-14.23,-64.74,-28.66,50,-69.58,35.74,122.79,-13.24,-39.17,-11.78
"Gaibandha",-1.83,1.87,0.2,-0.82,0,-2.11,-4.54,-4.33,-13.57,-2.11,18.49,-0.41,-0.21,-2.11,0.2,-1.02,-1.09,-2.11,0.89,-0.52,3.52,-0.32,-0.54,4.92,0.92,8.35,2.79,-30.92,45.53,33.33,-17.08,-0.81,36.39,-34.02,-98.95,8.33,3.31,0,1.57,-14.67,-8.92,-0.46,7.88,-55.34,-54.19,-15.84,-100,25.68,-77.04,2.47,35.42,-11.1,31.59,-8.62,-0.35,40.61,25.7,1.59,4.76,-27.9,-31.58,-32.32,-31.48,62.67,51.11,-1.26,-3.73,-36.28,1.18,8.1,-1.26,-100,2.26,65.75,0.76,-100,-11.82,-14.48,-0.99,-7.74,-5.39,-69.71,-7631.65,-5.91,-8.33,-273.91,-2433.33,-7.37,-3.23,-5.41,-2.63,-7.98,-55.62,0,-55.48,-36.89,-5070.53,0,0,-31.48,0,21.88,0.39,-1.65,1344.44,-61.7,-2433.33,9.52,3.39,-7.08,-13.33,-9.77,4.52,-6.66,13.96,24.59,-2.63,-7.56,-1.06,-8.24,17.86,-26.32,1.34,2880,513.33,8.22,0,0,-4.83,-30.63,-5.65,-14.67,-7.48,62.07,57.95,-130,-8.43,-18.62,96.86,17.51,216.16,189.72,0.33,16.08,-20.36,-4.65,50.48,190.26,148.49,48.99,-29.07,-13.95,0.38,-16.19,16.08,5.66,-29.07,6.78,96.86,1.89,-14.03,219.39,38.7,-31.6,148.49,8.19,17.51,45.51,38.7,-8.75,6.83,41.67,-8.75,9.09,17.41,5.81,50.48,17.89,-19.31,9.09,1.89,-5.03,-10.9,26.97,4.64,0.28,31.03,-4.75,-17.69,32.54,-28.6,54.22,42.12,73.55,71.56,-6.95,86,-6.36
"Gazipur",9.84,14.62,0.5,-1.42,0.92,-2.11,-1.96,-3.83,21.77,-2.11,16.95,0,0,-2.11,0.5,-1.42,9.35,-2.11,15.25,0.83,6.6,-0.99,0.22,16,-2.32,-33.01,-0.31,112,12.03,318.75,220.07,4.88,-15.72,-96.04,-31.51,-36.52,2.89,-4,2.99,45.09,52.25,1.19,11.16,-16.85,-21.4,74.02,-52.82,64.84,17.59,31.55,333.33,75.15,43.51,12.51,-1.65,-27.77,66.02,-18.12,0,-16.96,134.97,136.12,123.45,113.71,51.52,6.14,-13.45,80.67,82.72,9.23,-0.35,105,1.16,36.14,-5.92,NA,62.13,-63.64,-5.57,34.81,76.62,-7.43,-2629.17,-19.7,0.5,-70.18,-126.84,2.87,-38.39,-0.99,-58.11,-1.63,-51.34,66.99,-51.32,-77.27,-154.25,0,107.69,-62.15,0,-8.57,5.37,-15.23,-37.14,-58.33,-126.84,79.1,-7.99,2.47,-20.91,-1.26,-3.04,1033.67,5.56,-103.17,-58.11,-2.57,-4.19,1.3,27.27,-1.1,51.07,-Inf,-539.13,-62.55,-95.88,107.69,6.9,-64.95,-0.4,-10.23,2.24,5.56,6.9,-84,5.44,58.02,8.7,-12.87,144.52,152.44,-0.53,-3.58,-63.86,-7.64,10.53,156.18,104.78,38.49,-19.25,-3.24,-0.53,2.46,-3.58,-10.58,-19.25,-0.8,8.7,26.22,-3.24,144.52,7.95,-40.58,104.78,53.03,-12.87,36.47,7.95,6.99,-0.8,129.43,6.99,72.62,7.01,-10.58,10.53,7.01,57.12,72.62,26.22,4.71,8.7,46.19,8.44,-3.67,26.02,0.54,-15.21,-37.28,-53.49,20.72,-36.79,43.05,14.27,-16.7,32.22,-1.75
"Gopalganj",-5.42,-3.1,0.3,-4.56,-2.59,-3.13,-6.89,-6.47,-21.11,-3.13,-7.07,-3.99,-3.78,-3.13,0.3,-4.77,-6.39,-3.13,-1.1,-3.41,1.49,-3.18,-3.62,-4.77,-2.47,-66.67,-33.8,11.48,-2.13,-59.26,105.11,-4.69,9.59,-9.46,1614.29,300,10.19,-4,11.64,69.08,49.87,1.3,-36.22,11.94,15.07,115.7,-49.54,24.93,-40.24,-35.38,343.24,82.68,18.28,42.5,27.81,6.32,26.54,-68.42,-4.35,197.67,0.95,-1.99,6.01,126.99,886.67,-3.45,6.72,-12.68,-19.87,14.07,0.74,-100,3.4,603,22.98,NA,75.54,-3.7,-1.74,8.37,2.54,-8.05,-1174.14,-30.05,-0.89,0,600,-0.78,-18.79,-0.99,112.5,0.51,-51.1,52.63,-51.03,-87.18,1217.05,0,266.67,-14.12,0,0,6.77,-30.79,584.21,-291.01,600,36.23,-2.74,3.73,-200,1.1,7.68,-54.54,-23.93,-31.14,112.5,0,-0.23,10.36,-15.79,-21.82,397.33,-105,347.83,-38.39,20.61,266.67,-2.3,-15.02,-0.1,-16.32,0.5,16.67,57.44,24,4.45,5.22,-33.64,-12.29,71.87,24.3,3.88,-14.42,-55.93,-46.3,79.18,24.51,70.15,-9.32,-2.19,-5.78,3.88,-1.32,-14.42,2.3,-2.19,-3.54,-33.64,9.9,-5.78,71.87,900.91,106.67,70.15,-0.37,-12.29,-10.37,900.91,-17.5,-3.54,10.42,-17.5,199.23,-2,2.3,79.18,-2,3.93,199.23,9.9,12.16,-59.7,-77.42,3.23,8.28,71.43,-5.02,2.9,NA,40.05,110,NA,79.38,157.71,-23.63,181.04,13.31
"Habiganj",-0.9,9.75,-0.9,-0.72,-0.31,-2.41,-4.21,-4.89,-11.12,-2.11,16.8,0.1,-0.72,-2.41,-0.9,0.1,11.2,-2.11,-1.3,-1.24,-1.41,9.07,9.9,5.21,-4.82,32.59,11.14,244.58,49.39,590.48,213.95,7.04,-9.45,-86.58,-37.64,113.95,-1.16,0,-0.33,245.59,174.81,2.49,69.75,-19.37,-25.39,203.7,-31.09,-14.99,118.66,5.41,174.42,197.73,92.62,32.62,6.86,6.6,-13.01,-13.3,4.55,-23.8,185.42,230.54,238.7,414.02,-56.2,9.67,-9.81,489.86,-19.81,17.91,-1.54,-70.21,5.51,-66.83,-14.14,32.62,187.56,-88.12,-1.91,64,133.82,25.65,-1030.36,-5.64,0.21,-118.33,-700,1.34,2,1.03,23.01,0.92,-51.29,51.79,-51.25,0.7,1300,0,-47.06,-0.31,0,111.54,3.14,-29.09,-368.29,0,600,-9.35,-12.94,1.45,-605.88,1.51,-9.49,782.14,2.7,-101.68,23.01,0.21,-1.9,1.65,55.84,3.45,-17.49,112.5,-55100,-10.43,-90.39,-47.06,-0.17,-0.46,1.76,-3.3,2.48,6.25,106.54,33.33,0.92,56.13,NA,NA,80.38,134.13,3.62,-34.13,-43.85,-32.59,NA,136.03,NA,-42.43,NA,-1.45,3.62,-57.39,-34.13,13.31,NA,1.26,NA,NA,-1.45,80.38,NA,-88.66,NA,71.21,NA,-49.12,NA,NA,1.26,117.43,NA,25.97,-8.47,13.31,NA,-8.47,53.87,25.97,NA,-0.24,-30.47,-48.03,4.77,-2.63,108.83,-5.08,27.52,4.84,-48.16,45.8,11.19,181.71,25.16,-12.45,45.77,16.58
"Jamalpur",-10.44,-10.97,0.3,-0.92,-0.61,-0.1,-9.45,-9.24,21.88,-0.1,-30.29,-0.92,-0.92,-0.1,0.3,-0.92,-13.17,-0.1,-8.4,-5.64,-4.54,-6.06,-6.27,-18.48,-3.44,-26.87,-0.28,-9.87,25.98,-100,26.48,-3.34,13.07,-93.39,-96.06,-48.89,2.69,0,2.72,-70.97,-63.85,1.82,25.57,-15.84,-12.63,-67.27,-4.32,23.47,-40.62,16.55,75,-61.38,71.5,5.1,0.4,19.04,25.33,-2.48,-4.55,16.45,-14.6,-5.42,-8.37,205.07,-69.06,-1.58,0.7,-8.39,-19.59,22.17,-2.07,Inf,4.78,-70.74,-2.97,21.91,-65.23,-25.78,1.43,-71.05,-3.11,-22.14,-2683.33,-6.49,-1.73,-312.5,-318.18,-1.11,-5.88,-2.72,-48.15,1.21,-52.5,29.93,-52.4,-63.56,-548.02,0,-2.47,-13.85,0,-17.65,19.78,-1.43,-125.86,0,-318.18,8.48,2.92,-0.71,-31.25,-0.8,-1.22,31.5,-8.58,19.81,-48.15,-4.67,-0.12,-2.3,-29.41,-3,111.83,Inf,1234.62,-6.21,-55.26,-2.47,-3.97,-13.48,-2.6,-33.71,-1.2,-19.44,73.58,-131.33,-1.42,11.97,5.78,-13.78,69.77,114.97,2.25,15.85,-84.06,-21.5,46.15,115.78,72.73,35.25,-7.61,-9.4,2.17,-59.34,16.23,-4.59,-7.61,4.32,5.78,3.88,-9.38,68.44,29.54,-89.12,72.73,22.85,-13.78,34.16,29.54,-0.97,4.45,42.01,-0.97,27.91,12.43,-4.46,46.15,12.57,10.8,27.91,3.88,4.67,72.48,32.65,-2.8,4.7,47.8,9.79,9.6,151.72,-0.06,214.73,164.11,246.2,142.47,-7.12,323.14,-10.26
