year,data_element,geo_level,var_name,is_empty
Upazila,11EMEN(MBFFI),2009,MBFFI|# postpartum mothers received counseling including BF  afetr delivery/before discharge,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# newborns received 3rd PNC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# pregnant women who are poor and received financial support/free services,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# pregnant women counseled for newborn care including   breastfeeding,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# postpartum newborns received 1st PNC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# postpartum mothers received 2nd PNC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# of  full term newborns died in SCANU/NSU (outborn),False
Upazila,11EMEN(MBFFI),2009,MBFFI|Facility Deliveries by EMEN standards amongst all deliveries,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# women in labour whose partograph was done,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# postpartum mothers received 4th  PNC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# newborns received 4th PNC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of sick newborns (inborn and outborn)managed in NSU/SCANU,False
Upazila,11EMEN(MBFFI),2009,MBFFI|No. of women given birth between 24-34 completed gestational week,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# Pregnant women received folic acid in 1st trimester,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Facility Deliveries done following  EMEN standards,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Antibiotics for newborn sepsis (inborn),False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of pregnant women with preeclampsia/eclampsia managed according to guideline,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# of late(8-28 days) newborns deaths out of full term babies  (inborn),False
Upazila,11EMEN(MBFFI),2009,MBFFI|# of pregnant  women with  ruptured membrane given antibiotics,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Antibiotics for newborn sepsis (inborn and outborn),False
Upazila,11EMEN(MBFFI),2009,MBFFI|No. of  Quality Improvement committee meeting,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of facility maternal deaths audited,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of pregnant women with APH managed as per guideline,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# pregnant women with prolongd labour managed as per guideline,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# postpartum mothers received 3rd PNC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of facility neonatal deaths audited,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Total inborn newborn sepsis cases in facility (inborn and outborn),False
Upazila,11EMEN(MBFFI),2009,MBFFI|# pregnant women received TT during ANC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# postpartum mothers received 1st PNC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# of WIT meetings took place(total) in a facility,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of  pre term  babies born in facility,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of pregnant women with delivery or obstructed complication refered out,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# of deaths preterm newborns(inborn),False
Upazila,11EMEN(MBFFI),2009,MBFFI|# newborns whose cord clamped between 1-3 min after birth,False
Upazila,11EMEN(MBFFI),2009,MBFFI|No. of neonatal sepsis cases managed with antibiotics,False
Upazila,11EMEN(MBFFI),2009,MBFFI|No. of  Quality Improvement committee meeting with proper resolution,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# pregnant women for whom appropriate action was taken for any abnormality detected by partograph,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# of early(0-7 days) newborns deaths of full term babies delivered in facility,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Total newborn sepsis cases in facility (inborn ),False
Upazila,11EMEN(MBFFI),2009,MBFFI|# of newborns for whom additional support for BF is provided(outborn),False
Upazila,11EMEN(MBFFI),2009,MBFFI|# of preterm newborns died in facility in SCANU/NSU (outborn),False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of LBW given KMC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# pregnant women with  puerperal sepsis with triple  antibiotics,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Total newborn sepsis cases in facility,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# pregnant women with labour pain rapidly assessed within 30 min of arrival,False
Upazila,11EMEN(MBFFI),2009,MBFFI|No. of  MNH work Improvement committee meeting with proper resolution,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of   delivered newborns in facility given  ENC,False
Upazila,11EMEN(MBFFI),2009,MBFFI|No. of  MNH work Improvement committee meeting,False
Upazila,11EMEN(MBFFI),2009,MBFFI|Number of facility perinatal deaths audited,False
Upazila,11EMEN(MBFFI),2009,MBFFI|# of early (0-7 days)newborns deaths of preterm babies delivered in facility,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.05 ml) previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_MR vial previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Safety Box_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child register_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_MR vial_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Safety Box previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Women Report Book_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Moni_Flag_previous_stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_TT Card_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child Card_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_PCV vial_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_BCG vial_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Women register_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (3 ml)_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (3 ml) previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Tally Book (Women)_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_MR Diluent_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_TT Card_received,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_OPV vial_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (3 ml)_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child Card_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_PCV vial_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Moni Flag_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_IPV vial previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_TT Card_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Tally Book (child)_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child register previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_TT vial_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_IPV vial_supplied1,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (5 ml)_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_BCG vial_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.5 ml)_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.1 ml)_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Pentavalent vial_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_IPV vial_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (3 ml)_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.5 ml)_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_BCG vial_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_PCV vial previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.05 ml)_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Women register_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_BCG vial previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_BCG Diluent_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Pentavalent vial_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_PCV need,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Women register_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.05 ml)_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_TT vial_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Pentavalent vial previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child register_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child Report Book_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Women Report Book_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_TT vial_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.1 ml)_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_MR Diluent_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Safety Box_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_BCG Diluent previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_TT vial previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Tally Book (child) previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_MR Diluent previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Tally Book (Women)_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (5 ml)_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Tally Book (child)_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_TT Card previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Women Report Book_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.5 ml) previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_OPV vial previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Tally Book (child)_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.5 ml)_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_BCG vial_lot number1,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Women register previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_BCG Diluent_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Women Report Book previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Tally Book (Women) previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Pentavalent vial_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child Card previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_PCV vial_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Safety Box_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_PCV vial_supplied1,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_MR Diluent_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child Report Book_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child Report Bookprevious stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Tally Book (Women)_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (5 ml)_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child register_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_BCG Diluent_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Moni Flag_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_OPV vial_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.05 ml)_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child Card_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Moni Flag_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_IPV vial_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (0.1 ml) previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Syringe (5 ml) previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_MR vial_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Child Report Book_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_MR vial_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_OPV vial_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Measles Diluent_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Measles vial previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Measles Diluent previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Measles vial_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Measles vial_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Measles vial_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Vitamin A Capsule previous stock,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Vitamin A Capsule_damaged,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Measles Diluent_used,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Vitamin A Capsule_receive,False
Upazila,02EPIUpazilaStock,2009,upazilla_epi_Vitamin A Capsule_used,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_Syringe (0.05 ml) supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_BCG diluent_supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_BCG vial_supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_Pentavalent vial_supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_Syringe (3 ml) supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_Syringe (0.1 ml) supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_OPV vial_supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_MR vial_supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_TT vial_supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_Syringe (0.5 ml) supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_MR diluent_supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_PCV vial_supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_IPV vial_supplied1,False
Upazila,06EPIUpazilaSupply,2009,upazilla_epi_Syringe (5 ml) supplied1,False
Upazila,07EmONC,2009,No. of patients Referred In,False
Upazila,07EmONC,2009,No. of cases with non-specific Abortion (Complication7),False
Upazila,07EmONC,2009,No. of pregnant mother admitted for delivery or obstructed complication in facility,False
Upazila,07EmONC,2009,No. of cases with Antepartum Hemorrhage (Complication2),False
Upazila,07EmONC,2009,No. of cases of full term pregnancy with Hand or Cord Prolapse (Complication4),False
Upazila,07EmONC,2009,No. of Forceps/ Vacuum/ Breech delivery,False
Upazila,07EmONC,2009,Other obstetric complications (Complication 14),False
Upazila,07EmONC,2009,No. of cases with Ectopic Pregnancy (Complication8),False
Upazila,07EmONC,2009,No. of newborn received PNC 1 services at facility,False
Upazila,07EmONC,2009,No. of newborn initiated breastfeeding within 1 hour after birth,False
Upazila,07EmONC,2009,No. of cases with Hydatiform Mole (Complication12),False
Upazila,07EmONC,2009,No of newborn received skin to skin care immediate after birth,False
Upazila,07EmONC,2009,No. of women given birth between 24-34 completed gestational,False
Upazila,07EmONC,2009,No. of  newborn received 7.1 Chlorhexidine in the umbilical cord,False
Upazila,07EmONC,2009,No. of cases with Prolonged/ Obstructed Labor (Complication1),False
Upazila,07EmONC,2009,No. of newborn not breathe or cry spontaneously at birth,False
Upazila,07EmONC,2009,No.  of mother received  ANC 1,False
Upazila,07EmONC,2009,No. of newborn delivered in the facility referred out,False
Upazila,07EmONC,2009,No. of mother received PNC 2 services at facility,False
Upazila,07EmONC,2009,No. of Still Births,False
Upazila,07EmONC,2009,No.  of mother received  ANC 3,False
Upazila,07EmONC,2009,No.  of mother received  ANC 2,False
Upazila,07EmONC,2009,No. of cases with Ruptured Uterus (Complication5),False
Upazila,07EmONC,2009,No. of mother received PNC 1 services at facility,False
Upazila,07EmONC,2009,No. of Live Births (LB),False
Upazila,07EmONC,2009,No. of Safe Blood Transfusions,False
Upazila,07EmONC,2009,No. of Normal Deliveries,False
Upazila,07EmONC,2009,No. of newborn resuscitated with bag-mask ventilation (after stimulation) after drying,False
Upazila,07EmONC,2009,No.  of  postpartum  FP  method  was  used,False
Upazila,07EmONC,2009,No. of normal deliveries with AMTSL at facility level,False
Upazila,07EmONC,2009,No. of total Neonatal Deaths,False
Upazila,07EmONC,2009,Number of  3◦ /4◦ perineal tear repair surgery,False
Upazila,07EmONC,2009,Number of  3◦ /4◦ perineal tear  (with fecal incontinence) who were discharged closed and dry,False
Upazila,07EmONC,2009,No. of cases with Puerperal Sepsis (Complication9),False
Upazila,07EmONC,2009,No. of cases with Post-Partum Hemorrhage (Complication11),False
Upazila,07EmONC,2009,No. of cases with Leaking Membrane (Complication13),False
Upazila,07EmONC,2009,No. of newborn received PNC 2 services at facility,False
Upazila,07EmONC,2009,Total No. of pregnant mothers with obstetric complication,False
Upazila,07EmONC,2009,No. of Maternal Deaths(MD),False
Upazila,07EmONC,2009,No. of cases with Septic Abortion (Complication6),False
Upazila,07EmONC,2009,No. of postpartum mother/ pregnant women referred out,False
Upazila,07EmONC,2009,No. of Cesarean Section,False
Upazila,07EmONC,2009,Total No. of low birth weight babies ( less than 2500 ),False
Upazila,07EmONC,2009,No. of newborn received delayed bath (after 3 days),False
Upazila,07EmONC,2009,No. of cases with Pre-Eclampsia/ Eclampsia (Complication3),False
Upazila,07EmONC,2009,No. of newborn resuscitated with stimulation only (without bag-mask ventilation) after drying,False
Upazila,07EmONC,2009,No.  of mother received  ANC 4,False
Upazila,07EmONC,2009,No. of cases with retained Placenta (Complication10),False
Upazila,07EmONC,2009,No. of genital fistula patients discharged with fistula not closed (Indoor),False
Upazila,07EmONC,2009,No. of babies born with less than 2000 gm of weight,False
Upazila,07EmONC,2009,No. of genital fistula patients discharged closed and dry (Indoor),False
Upazila,07EmONC,2009,No. of  neonatal  death reviewed,False
Upazila,07EmONC,2009,No. of genital fistula repair Surgeries (OT),False
Upazila,07EmONC,2009,No. of patients Referred Out,False
Upazila,07EmONC,2009,Number of  3◦ /4◦ perineal tear  (with fecal incontinence) who were discharged not closed,False
Upazila,07EmONC,2009,No. of Destructive Operation,False
Upazila,07EmONC,2009,No. of women received Post Natal Care (PNC),False
Upazila,07EmONC,2009,No. of genital fistula patients discharged with a closed fistula but with remaining incontinence (Indoor),False
Upazila,07EmONC,2009,no. of normal deliveries with Misoprostol,False
Upazila,07EmONC,2009,No. of pregnant women received Misoprostol tablets,False
